BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-164452,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,Rue Gaston Defferre - Cluny - CS 30137,97201,Fort-de-France,MQ,(+33) -05-96-59-63-00,,(+33) -05-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,http://www.collectiviteterritorialedemartinique.achatpublic.com,,,http://collectiviteterritorialedemartinique.mq,,False,True,,False,True
17-167877,Cté d'Agglomération CAP EXCELLENCE,None,,Direction de la Commande Publique,FRY1,18 Boulevard Légitimus,97110,Pointe-à-Pitre,GP,(+33) 5-90-68-92-63,,,commande.publique@capexcellence.net,http://www.capexcellence.net,http://www.eguadeloupe.com,,,https://www.eguadeloupe.com/index.php?page=agent.DetailConsultation&amp;refConsultation=4683,,False,True,,False,True
17-168352,APIJ,None,MESNARD Tiphaine,,,30 rue château des rentiers,75013,Paris,,01-53-94-89-47,,,tiphaine.mesnard@apij-justice.fr,http://www.apij.fr,,,,,,False,False,,False,False
17-173225,Université d'Aix-Marseille,13001533200013,,Nathalie Agius,FRL04,58 boulevard Charles Livon,13284,Marseille Cedex 7,,,,,nathalie.agius@univ-amu.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=375718&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=375718&amp;orgAcronyme=f2h,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=375718&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=375718&amp;orgAcronyme=f2h,,False,True,,False,True
17-173667,APIJ,None,,,FR,30 rue du château des rentiers,75013,Paris,,(+33) 1-53-94-88-27,,,equipe9@apij-justice.fr,http://www.apij.justice.fr/,http://www.achatpublic.com,,,http://www.achatpublic.com,,False,True,,False,True
17-174189,Institut National Sciences Appliquées,None,,,FR,20 Avenue des Buttes de CoësmesCS 70839,35708,Rennes,,(+33) 2-23-23-82-00,,,marches-publics@insa-rennes.fr,http://www.insa-rennes.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
17-174584,COLLECTIVITE TERRITORIALE MARTINIQUE,None,M.le Président du conseil exécutif de la collectivité territoriale de la martinique,,,rue Gaston Defferre CS 30137,97261,Fort de france,,05-96-59-63-00,,05-96-72-68-10,,,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,False,,False,False
17-179067,Communauté de l'agglomération Havraise,None,,,FRD22,"19 rue Georges Braque, CS 70854",76084,Le Havre,,(+33) 2-35-19-43-66,,(+33) 2-35-19-44-66,secretariatcao@codah.fr,http://www.codah.fr,http://www.mpe76.fr,,,,,True,False,,False,True
17-179367,Institut National Sciences Appliquées,None,,Service Achats Marchés ou Laboratoire FOTON,FR,20 avenue des Buttes de Coësmes CS 70839,35708,Rennes,,(+33) 2-23-23-82-00,,,marches-publics@insa-rennes.fr,http://www.insa-rennes.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
17-179553,Tunnel Euralpin Lyon Turin SAS,None,,,FRK27,,73490,Le Bourget du Lac,,,,,fonction.contrats@telt-sas.com,https://marches.telt-sas.com/,https://marches.telt-sas.com/,,https://marches.telt-sas.com/,https://marches.telt-sas.com/,,False,True,,False,True
17-181269,Département des Alpes-Maritimes,None,,,FRL03,"Direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - Direction des finances, de l'achat et de la commande publique - Service des marchés - CADAM - Tour Jean Moulin - 6ème étage - Bureau 630 - 147 boulevard du Mercantour - BP 3007 -",06201,Nice cedex 3,,(+33) 4-89-04-20-25,,(+33) 4-89-04-29-89,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
17-181887,DIRCE,None,,,FR,direction interdépartementale des routes Centre-Est Immeuble La Villardiere228 rue Garibald,69446,Lyon cedex,,(+33) 4-69-16-62-00,,(+33) 4-69-16-63-80,cgr.srex-moulins.dirce@developpement-durable.gouv.fr,http://www.enroute.centre-est.developpement-durable.gouv.fr/,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-182906,TISSEO,None,M. le Directeur Général,,,"4, impasse Paul Mesplé",31081,Toulouse Cedex 1,,(+33)5-62-11-26-22,,(+33)5-62-11-26-20,marches.publics2@tisseo.fr,http://www.tisseo.fr,http://marches.local-trust.com/?page=entreprise.EntrepriseHome,,,,,False,False,,False,False
17-183357,groupement de commande ville et CCAS,None,,Erika MENORET,FR,place d'isny - BP 29Notre-Dame-de-Gravenchon,76330,Port-Jérôme-sur-Seine,,(+33) -32-84-53-38,,(+33) 2-35-38-80-37,e.menoret@pj2s.fr,http://www.pj2s.fr,http://www.achatpublic.com,,,,,False,True,,False,True
17-29292,groupements de commandes,None,,,FR,CH MontperrinBâtiment administratif 1er étage109 avenue du Petit Barthélémy,13617,AIX EN PROVENCE CEDEX 1,,,,,groupement.hotelier@ch-montperrin.fr,http://www.ch-montperrin.fr,http://www.klekoon.com,,,https://www.klekoon.com,,False,True,,False,True
17-70617,Tunnel Euralpin Lyon Turin SAS,None,,,FRK27,Savoie Technolac - Bâtiment Homère - 13 allée du Lac de Constance - CS 90281,73375,Le Bourget-du-Lac,,,,,fonction.contrats@telt-sas.com,http://www.telt-sas.com,http://marches.telt-sas.com,,https://marches.telt-sas.com,https://marches.telt-sas.com,,False,True,,False,True
17-7433,Dijon Métropole,None,Direction de la commande publique,,,40 avenue du DrapeauB.P 17510,21075,Dijon cedex,,03-80-74-51-72,,03-80-74-52-82,,,http://www.achatpublic.com,,,,,False,False,,False,False
17-90245,DIR Centre Est,None,,http://www.marches-publics.gouv.fr,FRK26,"DIR Centre Est, Mme la Directrice interdépartementale des Routes Centre-Est, par délégation de M. lepréfet coordonnateur des itinéraires routiers (arrêté préfectoral no 2015083--0013 du 7 avril 2015) 228, rueGaribaldi Immeuble la Villardière",69446,Lyon Cedex 03,,,,,pes.ses.dirce@developpement-durable.gouv.fr,http://www.dir.centre-est.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-95746,Université de Caen Normandie,None,,,FR,,None,Caen,,,,,marches.publics@unicaen.fr,http://www.unicaen.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-97411,ADEME,None,,,FR,27 rue Louis Vicat,75737,Paris Cedex 15,,,,,johann.thion@ademe.fr,http://www.ademe.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
18-1106,FranceAgriMer,None,,SAF Unité achats marchés,FR106,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=351185&amp;orgAcronyme=b4n,,,,,True,False,,False,True
18-11087,Commune de Val d'Erdre-Auxence,None,,,FRG02,"MAIRIE1, PLACE DE LA MAIRIELE LOUROUX-BECONNAIS",49370,VAL D'ERDRE-AUXENCE,,(+33) 2-41-77-41-87,,(+33) 2-41-77-48-48,secretariat@val-erdre-auxence.fr,http://www.val-erdre-auxence.fr,http://www.anjoumarchespublics.fr,,,,,False,True,,False,True
18-11405,COLLECTIVITE DE CORSE,None,,,FR,22 Cours Grandval BP215,20187,Ajaccio cedex 1,,,,,commande.publique@ct-corse.fr,http://www.corse.fr,,,http://www.corse.fr,http://www.corse.fr,,False,True,,False,True
18-11406,OPPIC,None,Mme. la Présidente de l'OPPIC,,,"30, rue du château des RentiersCS 61336",75647,Paris cedex 13,,01-44-97-78-00,,,departement.marches@oppic.fr,http://www.oppic.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-11532,Département des Alpes-Maritimes,None,,,FRL03,"Direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - Direction des finances, de l'achat et de la commande publics - Service des marchés - Tour Jean Moulin - 6ème étage - Bureau 630 - CADAM - 147 boulevard du Mercantour - BP 3007 -",06201,Nice cedex 3,,(+33) 4-89-04-20-25,,(+33) 4-89-04-29-89,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
18-11666,COMMUNE DE NANTERRE,None,,,FR105,"Service des marchés, 88/118 rue du 8 mai 1945 - B.P. 1406 92014 Nanterre Cedex, tél. : 01-47-29-48-49, télécopieur : 01-47-29-53-99",92014,NANTERRE,,,,,marches.publics@mairie-nanterre.fr,https://www.nanterre.fr,https://marches.local-trust.com/mairie-nanterre,,,,,False,True,,False,True
18-11962,Caisse des dépôts,None,,,FR,"Monsieur BRUNO GEORGE,Direction de la Communication - 56 rue de Lille",75007,Paris,,,,,sabrina.si-haddi@caissedesdepots.fr,https://www.caissedesdepots.fr,https://marches.caissedesdepots.fr,,,,,True,False,,False,True
18-12206,Métropole de Lyon,None,,"Délégation au développement urbain et cadre de vie - direction voirie, végétal, nettoiement - ressources marchés (voirie)",FRK26,20 rue du lac - CS33569,69505,Lyon cedex 03,,,,(+33) 4-26-99-30-78,voirie-marches@grandlyon.com,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,http://marchespublics.grandlyon.com,,False,True,,False,True
18-12902,Grand Port Maritime de Bordeaux,None,,,FRI12,152 quai de BacalanCS 41320,None,Bordeaux cedex,,,,,postoffice@bordeaux-port.fr,http://www.bordeaux-port.fr,https://marches.bordeaux-port.fr,,https://marches.bordeaux-port.fr,https://marches.bordeaux-port.fr,,False,True,,False,True
18-13142,Montpellier Méditerranée Métropole,None,Direction Adjointe de la Commande Publique,,,Hôtel de Ville de MontpellierDirection des Affaires Juridiques et de la Commande PubliqueDirection Adjointe de la Commande Publique1 place Georges Frêche,34267,MONTPELLIER CEDEX 2,,(+33)4-67-13-64-84,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,False,,False,False
18-13401,Ville de Bagnols-sur-Cèze,None,,,FRJ12,BP 45160,30205,BAGNOLS SUR CEZE CEDEX,,,,,c.caruso@bagnolssurceze.fr,http://www.bagnolssurceze.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,False,False,,False,False
18-14117,Ville de Magny le Hongre,None,,à l'attention de M. le Maire,FR102,21 rue du Moulin à Vent,77700,Magny-Le-Hongre,,(+33) 1-60-43-51-00,,,n.dupuis@magnylehongre.fr,http://www.magnylehongre.fr/marches-publics,http://www.synapse-entreprises.com/,,http://www.synapse-entreprises.com/,http://www.synapse-entreprises.com/,http://www.synapse-entreprises.com/,False,True,,False,True
18-14552,Département de la Haute-Loire,None,Le président du Conseil Départemental,,,"1, Place Monseigneur de GalardCS20310",43009,Le Puy-en-Velay,,,,,,,,,,,,False,False,,False,False
18-14641,Métropole de Lyon,None,DDUCV / Direction Eau et Déchets / Direction adjointe de l'eau-Unité Marchés Publics,,,"20, rue du LacCS33569",69505,Lyon cedex 03,,,,04-78-95-89-70,eau-marches@grandlyon.com,,,,,,,False,False,,False,False
18-14871,DSNA,None,,,FRJ23,1 avenue du Docteur Maurice Grynfogel - CS 53584,31035,Toulouse,,(+33) 5-62-14-52-00,,(+33) 5-62-14-52-94,sabine.rospide@aviation-civile.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,True,False,"<?xml version=""1.0"" encoding=""UTF-16""?>
<LOI_COMPTE_AUTRE_PAYS xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Législations française et italienne selon le cas (se reporter au 9° de l'article VI-3 ""informations complémentaires""  du présent avis).</LOI_COMPTE_AUTRE_PAYS>",False,True
18-15919,DSNA,None,,Frédéric LOUGNON,FRJ23,"Direction des Services de la Navigation Aérienne.Service chargé de la passation de la procédure:Direction de la Technique et de l'Innovation 1, avenue du docteur maurice grynfogel cs 53584",31035,Toulouse cedex 1,,,,(+33) 5-62-14-52-94,frederic.lougnon@aviation-civile.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,False,True,,False,True
18-16006,Ministère chargé des transports-DGAC,None,,,FR,Ministère de la Transition Écologique et Solidaire - Direction Générale de lAviation civile - Direction du Transport Aérien - Sous-Direction des Transporteurs et Services Aériens (DTA/SDT) - Bureau des Transporteurs Français et de lIntervention Publique (DTA/SDT/T2)50 rue Henry Farman,75720,Paris,,(+33) 1-58-09-43-21,,(+33) 1-58-09-46-41,osp-compagnies.dta@aviation-civile.gouv.fr,http://www.ecologique-solidaire.gouv.fr/direction-generale-laviation-civile-dgac,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-16384,OFFICE DE TOURISME ET CONGRES PARIS,None,,,FR101,25 rue des Pyramides,75001,PARIS,,(+33) 1-49-52-53-01,,,cdegouv@parisinfo.com,http://www.parisinfo.com,,,,,,False,True,,False,True
18-16528,DGA/DO/S2A,None,M. le Chef du Service des Achats d'Armement,,,Ministère des Armées - Direction Générale de l'Armement - Direction des Opérations - Service des Achats d'Armement60 boulevard du Général Martial ValinCS 21623,75509,Paris cedex 15,,,,,,,,,,,,False,False,,False,False
18-16530,Communauté de l'agglomération Havraise,None,,Secretariat de la Commission d'appel d'offres,FRD22,"Service des Marchés, Secrétariat de la Commission dappel dOffres, Etage 4B, 19 rue Georges Braque, CS 70854",76085,Le Havre Cedex,,(+33) -02-35-19-43-36,,(+33) -02-35-19-44-66,secretariatcao@codah.fr,https://www.codah.fr,https://www.mpe76.fr,,,,,False,True,,False,True
18-16935,Cons. Départ. de la Charente-Maritime,None,,,FRI32,Direction des Affaires Financières et JuridiquesService Marchés Publics85 boulevard de la RépubliqueCS 60003,17076,La Rochelle cedex 9,,,,,cellule.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-17592,Commune de Saint-Loubès,None,Service Marchés Publics,,,Mairie - BP56,33451,Saint-Loubès cedex,,05-57-97-16-16,,,marchespublics@saint-loubes.fr,http://www.saint-loubes.fr/,https://demat-ampa.fr/?page=entreprise.AccueilEntreprise,,,,,False,False,,False,False
18-17597,CRISTAL HABITAT,"www.cristal-habitat.fr, www.achatpublic.com",,p.chaloyard@crsital-habitat.fr,FR,www.cristal-habitat.frwww.achatpublic.com,73000,CHAMBERY,,(+33) 4-79-71-99-99,,(+33) 4-79-71-99-99,p.chaloyard@crsital-habitat.fr,http://www.cristal-habitat.fr,http://www.achatpublic.com,,,,,False,True,,False,True
18-17667,Conseil Départemental de l AVEYRON,None,,,FRJ22,Direction des Routes et des Grands Travaux Route du monastère CS10024,12450,Flavin,,(+33) 5-65-59-34-20,,(+33) 5-65-73-32-92,st.marches.admin@aveyron.fr,http://www.aveyron.fr,http://www.aveyron.fr,,http://www.aveyron.fr,http://www.aveyron.fr,,False,True,,False,True
18-18179,Montpellier Méditerranée Métropole,24340001700022,,Direction adjointe de la Commande Publique,FRJ13,"Hôtel de ville de Montpellier, 1 place Georges Frêche",34267,Montpellier cedex 2,,(+33) 4-67-13-64-84,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,https://marches.montpellier3m.fr,https://marches.montpellier3m.fr,,False,True,,False,True
18-18343,Commune de Carry le Rouet,None,Monsieur le Maire,,,Hôtel de villeboulevard des Moulins,13620,Carry-le-Rouet,,,,,mairie@mairie-carrylerouet.fr,http://www.mairie-carrylerouet.fr,,,,,,False,False,,False,False
18-18859,Ville de Montpellier,None,,DAJCP Service commande publique,FRJ13,1 place Georges Frêche,34267,Montpellier cedex 2,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
18-19014,RPA DREAL Languedoc-R - Midi-Pyrenées,None,M. le chef de la Direction Transport - Division Maîtrise d'ouvrage de Montpellier,,,DREAL Occitanie (Site de Montpellier)520 allée Henri II de MontmorencyCEDEX2,34064,Montpellier,,04-34-46-65-31,,,,http://www.occitanie.developpement-durable.gouv.fr,,,,,,False,False,,False,False
18-19054,Commune du Tampon,None,,Service des marchés publics,FRY40,"256, rue hubert delisle",97430,Tampon,RE,(+26)2- 2-62-57-87-13,,(+26)2- 2-62-57-87-38,smp@mairie-tampon.fr,http://www.webmarche.adullact.org,,,,,,False,True,,False,True
18-19578,Centre des monuments nationaux,None,,pole commande publique,FR,62 rue Saint Antoine,75186,Paris Cedex 04,,(+33) 1-44-61-22-08,,,marches-publics@monuments-nationaux.fr,http://www.monuments-nationaux.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=376269&amp;orgAcronyme=f5j,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=376269&amp;orgAcronyme=f5j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=376269&amp;orgAcronyme=f5j,,False,True,,False,True
18-19703,Syndicat des Transports Ile-de-France,28750007800012,,"Mr. Laurent PROBST, Directeur Général du STIF - DGA Finances et Ressources / FAC / commande publique ( Madame Ariana GRUNBAUM)",FR101,39 bis - 41 rue de Châteaudun,75009,Paris,,(+33) -01-53-59-21-46,,,marches.publics@iledefrance-mobilites.fr,http://www.iledefrance-mobilites.fr,http://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_7x0HCO6cia,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_7x0HCO6cia,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_7x0HCO6cia,,False,True,,False,True
18-19766,SEMAG,None,M. Le Directeur Général,,,Espaces SEMAG Lot Grand Camp La Rocade BP 289 Boisripeaux Agissant au nom et pour le compte de la Région Guadeloupe,97182,Les Abymes Cedex,,05-90-93-23-90,,,,http://semag.fr,https://www.eguadeloupe.com,,,,,False,False,,False,False
18-20319,A.P.I.J.,None,,"Camille AUZET, Julien GAVET (julien.gavet@apij-justice.fr)",FR10,"30, rue du Chateau des Rentiers",75013,Paris,,,,,camille.auzet@apij-justice.fr,http://www.apij.justice.fr,http://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_cnuy2OtN5Z&amp;v=1&amp;selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_cnuy2OtN5Z&amp;v=1&amp;selected=0,,False,True,,False,True
18-20896,Ville de Port-Jérôme-sur-Seine,None,,,FR,Hôtel de Ville Place dIsny - B.P. N° 29 Notre-Dame de Gravenchon,None,Port-Jérôme-sur-Seine,,(+33) 2-32-84-53-38,,,e.menoret@pj2s.fr,http://www.pj2s.fr,http://www.achatpublic.com,,,http://www.achatpublic.com,,False,True,,False,True
18-20918,MSA AIN-RHONE,None,"M. MARTIN Ludovic, Directeur général",,,35/37 rue du plat,69002,Lyon,,,,,appel_offres.grprec@ain-rhone.msa.fr,http://www.msa01-69.fr,,,,,,False,False,,False,False
18-21019,Métropole Aix Marseille Provence,None,,Direction de la Commande Publique - Service des Marchés,FRL04,"58, boulevard Charles Livon",13007,Marseille,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,marches@ampmetropole.fr,http://www.marseille-provence.com,https://marchespublics.ampmetropole.fr,,,,,False,True,,False,True
18-21155,Préfecture de Police de Paris,17750155800015,,Claire Durand / Selim Seridji,FR105,1 bis rue de Lutèce,75195,Paris Cedex,,(+33) 1-53-73-50-60,,(+33) 1-53-73-67-41,pp-sai-polepic@interieur.gouv.fr,http://www.prefecturedepolice.interieur.gouv.fr,http://marches.maximilien.fr,,http://marches.maximilien.fr,http://marches.maximilien.fr,,False,True,,False,True
18-21349,Ville de Corbas,None,Monsieur le Maire,,,Place Charles Jocteur,69960,Corbas,,04-72-90-03-00,,,,,http://www.achatpublic.com,,,,,False,False,,False,False
18-21413,Ville de Montmorency,None,,Service commande publique,FR108,2 avenue Foch BP70101,95162,Montmorency cedex,,(+33) 1-39-34-98-46,,,marchespublics@ville-montmorency.fr,http://ville-montmorency.fr,http://ville-montmorency.marcoweb.fr,,,,,False,True,,False,True
18-21448,Commune de Charenton-le-Pont,None,M. le Maire,,,48 rue de Paris,94220,Charenton le pont,,01-46-76-47-16,,,,,http://www.charenton.fr,,,,,False,False,,False,False
18-21548,Commune de Saint Maximin,None,,,FR,Parvis Charles II D'ANJOU,83470,SAINT MAXIMIN LA SAINTE BAUME,,(+33) 4-94-72-93-00,,(+33) 4-94-78-09-40,secretariatgeneral@st-maximin.fr,http://st.maximin.marcoweb.fr,http://st.maximin.marcoweb.fr,,http://st.maximin.marcoweb.fr,http://st.maximin.marcoweb.fr,,False,False,,False,False
18-21719,Centre Hospitalier de Cahors,None,,"à l'attention de M. le directeur, Groupement d'achats des produits de santé de Midi Pyrénées (groupement Garonne)",FRJ25,"335, rue Wilson, BP50269",46005,CAHORS cédex,,(+33) 5-65-20-84-78,,(+33) 5-65-20-50-96,garonne@ch-cahors.fr,http://www.ch-cahors.fr,http://www.achatpublic.com,,,,,True,False,,False,True
18-21992,ACOSS,None,,Sous Direction des Affaires Juridiques,FR106,"36, rue de Valmy",93100,Montreuil,,(+33) 1-77-93-62-58,,(+33) 1-58-84-15-09,sous-direction.juridique@acoss.fr,http://www.acoss.fr,https://acoss.achatpublic.com,,https://acoss.achatpublic.com,https://acoss.achatpublic.com,,False,True,,False,True
18-22022,S.P.L Midi-Pyrénées Construction,None,"SPL MPC (société publique locale) à l'attention de Philippe PECH, mandataire agissant au nom et pour le compte de la Région Occitanie",,,11 avenue Parmentier Central Parc 2 4e étage B.P 22414,31086,Toulouse Cedex 2,,05-62-72-71-07,,05-61-57-23-13,philippe.pech@cogemip.fr,http://www.laregion.fr,http://splmpc.achatpublic.com,,,,,False,False,,False,False
18-22190,INRAP,None,,,FR,"121, rue d'Alésia",75014,Paris,,(+33) -01-40-08-80-00,,,service-marches-publics@inrap.fr,http://www.inrap.fr,,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
