BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-91251,EPMS EBREUIL VAL DE SIOULE,None,,M. le Directeur,FRK11,"14, rue des Fossés",03450,EBREUIL,,(+33) 4-70-90-71-54,,(+33) 4-70-90-77-94,finances@epms-valdesioule.fr,http://www.epms-ebreuil.webnode.fr,http://www.seau.fr,,http://www.seau.fr,http://www.seau.fr,,False,True,,False,True
18-1035,GRAND POITIERS COMMUNAUTE URBAINE,20006985400012,,,FRI34,Direction Systèmes dInformation  Techniques Numériques PLACE DU MARECHAL LECLERCCS 10569,86021,Poitiers cedex,,(+33) 5-49-52-36-53,,,dimitri.galisson@grandpoitiers.fr,http://www.grandpoitiers.fr,https://www.marches-securises.fr,,,,,True,False,,False,True
18-12380,CHU de Martinique,None,,Département Achats,FRY2,Hôpital Pierre Zobda-Quitman  Département Achats - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,(+33) 5-96-75-72-99,jean-philippe.valentin@chu-martinique.fr,http://www.chu-fortdefrance.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
18-12464,CHU de Martinique,None,,Département Achats,FRY2,Hôpital Pierre Zobda-Quitman  Département Achats - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,(+33) 5-96-75-72-99,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
18-1296,Tunnel Euralpin Lyon Turin SAS,None,,Fonction contrats,FRK27,"Savoie Technolac - Bâtiment Homère - 13, allée du Lac du Constance - CS 90281",73375,Le Bourget-du-Lac Cedex,,,,,fonction.contrats@telt-sas.com,http://www.telt-sas.com,http://marches.telt-sas.com,,https://marches.telt-sas.com,https://marches.telt-sas.com,,False,True,,False,True
18-13314,COMMUNE DE NARBONNE,None,,,FRJ11,Hôtel de Ville BP 823,11108,NARBONNE CEDEX,,,,,marchespublics@mairie-narbonne.fr,http://www.narbonne.fr,https://marchespublics.aude.fr,,,,,False,True,,False,True
18-15894,Ville de Mougins,None,M. le Maire ou son adjoint délégué,,,Service des marchés publicsCS 61000,06251,Mougins cedex,,04-92-92-59-88,,04-92-92-58-59,marches@villedemougins.com,,http://marches-securises.fr,,,,,False,False,,False,False
18-17580,DISP PACA Corse DPE,None,,,FRL0,4 traverse de Rabat,13277,Marseille,,(+33) 4-91-40-86-33,,(+33) 4-91-40-84-82,lucie.sanchez-toribio@justice.fr,https://www.marches-publics.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=365150&amp;orgAcronyme=d3f,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=365150&amp;orgAcronyme=d3f,,False,True,,False,True
18-19402,MEEDDM/DGPR/SRT/BARPI,None,,,FRK26,5 place Jules Ferry,69006,LYON,,(+33) -42-62-86-62-00,,,barpi@developpement-durable.gouv.fr,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,True,,False,True
18-21670,FDE 80 FEDE DEP D ENERGIE DE LA SOMME,None,,Jean-Claude MORGAND,FRE23,3 rue César Cascabel - Pôle Jules Verne 2,80440,Boves,,(+33) 3-22-95-82-62,,(+33) 3-22-95-82-52,fde80@fde-somme.fr,http://www.fde-somme.fr,https://marchespublics596280.fr,,,https://marchespublics596280.fr,,False,True,,False,True
18-21800,Ville d'Epinay-sur-Seine,None,Monsieur le Maire,,,1-3 rue Quétigny,93806,Epinay-sur-seine,,01-49-71-89-82,,,,,http://www.maximilien.fr,,,,,False,False,,False,False
18-21960,Montpellier Méditerranée Métropole,None,,Ville de Montpellier- dajcp- service commande publique,FRJ13,50 place Zeus  Immeuble la coupole  CS39556,34961,montpellier cedex 2,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
18-22444,Samusocial de Paris,None,,,FR,,None,Paris,,,,,c.maleplate@samusocial-75.fr,http://www.samusocial-75.fr,,,,,,False,True,,False,True
18-2372,Ville du Lamentin,None,Le Maire,,,Mairie du LamentinPlace Antonio MACEO,97232,Le Lamentin,,05-96-30-07-52,,05-96-51-81-75,,http://www.mairie-lelamentin,http://www.e-marchespublics.com,,,,,False,False,,False,False
18-23789,CDC du canton de Saint-Savin,None,Monsieur Le Président,,,Communauté de Communes Latitude Nord Gironde2 rue de la Ganne,33920,Saint-Savin,,05-57-58-98-87,,,commande.publique@latitude-nord-gironde.fr,http://www.latitude-nord-gironde.fr/,http://demat-ampa.fr,,,,,False,False,,False,False
18-23820,CDC du canton de Saint-Savin,None,,Monsieur le Président,FRI12,2 rue de la Ganne,33920,Saint-savin,,(+33) 5-57-58-98-87,,,commande.publique@latitude-nord-gironde.fr,http://www.latitude-nord-gironde.fr,http://www.demat-ampa.fr,,,,,False,True,,False,True
18-23900,CDC du canton de Saint-Savin,None,,Monsieur le Président,FRI12,2 rue de la ganne,33920,Saint-Savin,,(+33) 5-57-58-98-87,,,commande.publique@latitude-nord-gironde.fr,http://www.latitude-nord-gironde.fr,http://www.demat-ampa.fr,,,,,False,True,,False,True
18-25546,CARENE,None,,,FRG01,4 avenue du commandant l'Herminier BP 305,44605,Saint Nazaire,,,,,marchespublics@agglo-carene.fr,https://marchespublics-agglo-carene.omnikles.com/,https://marchespublics-agglo-carene.omnikles.com/,,https://marchespublics-agglo-carene.omnikles.com/,https://marchespublics-agglo-carene.omnikles.com/,,True,False,,False,True
18-26506,DIR Centre-Est,None,Madame la Directrice Interdépartementale des Routes Centre Est,,,228 rue Garibaldi,69446,Lyon Cedex 03,,04-69-16-62-00,,04-69-16-63-76,sir-lyon.dirce@developpement-durable.gouv.fr,http://www.enroute.centre-est.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-27951,REGION GRAND EST,None,,,FRF,1 place Zeller,67070,Strasbourg,,(+33) 3-88-15-68-67,,,dcp.strasbourg@grandest.fr,http://www.grandest.fr,,,,,,False,True,,False,True
18-30516,Conseil Départemental des Vosges,None,Madame Marion Jenny,,,"8, rue de la Préfecture",88088,Epinal Cedex 09,,(+33)3-29-29-86-41,28641,,commandepublique@vosges.fr,http://www.vosges.fr,https://www.xmarches.fr,,,,,False,False,,False,False
18-31786,Université d'Aix-Marseille,13001533200013,,Direction de la Commande Publique.Pôle des marchés publics. Campus Timone,FRL04,"58, boulevard Charles Livon",13284,Marseille Cedex 07,,(+33) 4-86-13-68-54,,(+33) 4-91-31-31-36,danielle.henrio@univ-amu.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=381573&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=381573&amp;orgAcronyme=f2h,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=381573&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=381573&amp;orgAcronyme=f2h,,False,True,,False,True
18-32817,DIR Sud-Ouest,None,M. le directeur de la DIR Sud-Ouest,,,155 avenue des Arènes Romaines,31300,Toulouse,,,,,bm.dmo.smee.dirso@developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-33849,CUFR MAYOTTE,9760358K,,Direction des affaires financières,FRY,Route Nationale 3 Iloni BP 53,97660,DEMBENI,YT,(+33) 2-69-61-07-62,,,jean-paul.belhadi@univ-mayotte.fr,http://www.univ-mayotte.fr,http://www.mapa.aji-france.com,,,,,False,True,,False,True
18-33952,DSNA,None,M. le directeur de la DTI,,,"1 avenue du docteur Maurice Grynfogel, CS 53584",31035,Toulouse cedex 1,,,,,frederic.darmaillacq@aviation-civile.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-34639,Cté d'agglomération de Bourg en Bresse,None,,,FRK21,3 avenue d'arsonval,01008,Bourg-en-bresse cedex,,,,,marchespublics@ca3b.fr,http://www.ccm.marcoweb.fr,http://www.ccm.marcoweb.fr,,http://www.ccm.marcoweb.fr,http://www.ccm.marcoweb.fr,,False,True,,False,True
18-35048,GIE Agora,None,,,FR,(Siège social : 19 rue de Paris - CS 50070 - 93013 Bobigny Cedex) - avenue du Clos Maury - cs 40217,82002,Montauban,,(+33) 5-63-68-47-52,,(+33) 5-63-68-48-89,marchespublics.grprec@agora.msa.fr,http://informatique.msa.fr,https://msa.achatpublic.com,,,,,False,True,,True,False
18-35336,GIE Agora,None,,,FR,"(Siège social : 19 rue de Paris, CS 50070, 93013 Bobigny Cedex) - avenue du Clos Maury - cs 40217",82002,Montauban,,(+33) 5-63-68-47-52,,(+33) 5-63-68-48-89,marchespublics.grprec@agora.msa.fr,http://informatique.msa.fr,https://msa.achatpublic.com,,,,,False,True,,False,True
18-35583,REGION GRAND EST,None,,,FRF1,Maison de la Région à Strasbourg  1 place Adrien Zeller,67070,Strasbourg,,,,,dcpmetzformationpro@grandest.fr,http://www.grandest.fr,,,,,,False,True,,False,True
18-35977,Cté Agglomération Sophia Antipolis,None,,,FRL03,"Les Genêts BP 43 449, route des Crêtes",06901,Sophia Antipolis cedex,,(+33) 4-89-87-70-60,,(+33) 4-89-87-70-61,v.weltin@agglo-casa.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
18-36828,Ville de Troyes,None,L'Adjoint au Maire par délégation de Mr le Maire,,,place Alexandre IsraëlBP 767,10026,Troyes Cedex,,(+33)3-25-42-33-33,3545,(+33)3-25-42-34-47,commande.publique@ville-troyes.fr,http://www.ville-troyes.fr,http://www.xmarches.fr,,,,,False,False,,False,False
18-37922,Commune de Pléneuf-Val-André,None,M. le Maire,,,"31, rue de l'Hôtel de VilleB.P. 6",22370,Pléneuf-Val-André,,02-96-63-13-00,,,,,http://marches.e-megalisbretagne.org,,,,,False,False,,False,False
18-38367,MSA MARNE ARDENNES MEUSE,None,,,FR,24 Boulevard Louis Roederer,51100,Reims,,,,,schreder.catherine@mam.msa.fr,http://www.msa085155.fr,http://www.proxilegales.fr,,http://www.proxilegales.fr,http://www.proxilegales.fr,,False,True,,False,True
18-39162,Conseil Départemental de l'Oise,None,,,FRE22,Direction Générale Adjointe Finances et ModernisationDirection de la Commande Publique1 rue Cambry - CS 80941,60024,Beauvais Cedex,,(+33) 3-44-06-60-60,,,ld-commandepublique-sec@oise.fr,http://www.oise.fr,https://www.marches-securises.fr/perso/cg60/,,https://www.marches-securises.fr/perso/cg60/,https://www.marches-securises.fr/perso/cg60/,,False,True,,False,True
18-40481,Commune des Herbiers,None,,Service commande publique et achats,FRG05,6 Rue du Tourniquet - CS 40209,85502,Les Herbiers Cedex,,(+33) 2-51-91-07-67,,(+33) 2-51-64-99-45,marchespublics@lesherbiers.fr,http://lesherbiers.fr,https://marches-securises.fr,,https://www.marches-securises.fr,https://marches-securises.fr,,True,False,,False,True
18-40984,C.H. de Verneuil sur Avre,None,,virginia.vandewalle@vbr-sudeure.fr,FRD,101 BOULEVARD DES POISSONNIERS27130 VERNEUIL D'AVRE ET D'ITON,27137,VERNEUIL D'AVRE ET D'ITON,,(+33) 2-32-23-62-04,,,monique.legrand@vbr-sudeure.fr,http://www.achatpublic.com,,,,,,False,True,,False,True
18-41213,Communauté d'Agglomération du Douaisis,None,,Service Commande publique,FRE11,746 rue Jean Perrin - ZI de Douai Dorignies - BP no 300,59351,Douai,,(+33) 3-27-99-21-47,,(+33) 3-27-99-52-10,marchespublics@douaisis-agglo.com,http://www.douaisis-agglo.com,https://marches.rvvn.org,,,,,False,True,,False,True
18-41235,Ville d'Arras,None,,,FRE12,6 place Guy Mollet BP 70913,None,Arras,,,,,s-marches@ville-arras.fr,http://arras.fr,,,,,,True,False,,False,True
18-41364,Ville de Montpellier,None,,Service Commande Publique,FRJ13,1 place Georges FRÊCHEMontpellier Cedex 2,34267,Montpellier,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,http://marches.montpellier3m.fr,,,,,True,False,,False,True
18-42489,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,DGA Infrastructures et Equipements  Rue Gaston Defferre  Cluny  CS 30137,97201,Fort-de-France,,(+33) -05-96-59-63-00,,(+33) -05-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,https://collectiviteterritorialedemartinique.achatpublic.com,https://collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
18-42714,Ville de Dinan,None,M. le Maire,,,21 rue du MarchixBP 44162,22104,Dinan Cedex,,02-96-39-22-43,,,,http://www.dinan.fr/,http://www.megalisbretagne.org,,,,,False,False,,False,False
18-42835,DIR Atlantique,None,Madame la Directrice Interdépartementale des Routes Atlantique,,,19/21 allée des PinsCS 31670,33073,Bordeaux,,05-57-81-64-90,,05-57-81-64-91,dir-atlantique@developpement-durable.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-4347,COMMUNE D ARGELES SUR MER,None,,,FRJ15,Hôtel de VilleAllée Ferdinand Buisson,66700,Argelès-sur-Mer,,,,,d.marfaing@ville-argelessurmer.fr,http://www.ville-argelessurmer.fr,http://argeles-sur-mer.marcoweb.fr,,,http://www.ville-argelessurmer.fr,,False,False,,False,False
18-43546,FranceAgriMer,None,,SAF Unité achats marchés,FR106,"12, rue Henri ROL TANGUY",93555,Montreuil cedex,,,,,mpublics@franceagrimer.fr,http://www.franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=361830&amp;orgAcronyme=b4n,,,,,False,True,,False,True
18-43581,Conseil départemental du Pas-de-Calais,None,,Direction de la Commande publique,FRE12,Hôtel du DépartementRue Ferdinand Buisson,62018,Arras Cedex 9,,(+33) 3-21-21-54-18,,(+33) 3-21-21-62-38,dcp.secretariat@pasdecalais.fr,http://www.pasdecalais.fr/,https://marches.local-trust.com/cg-62,,https://marches.local-trust.com/cg-62,https://marches.local-trust.com/cg-62,,False,False,,False,False
18-43765,Métropole Aix-Marseille-Provence,None,Direction des achats et de la commande publique - service des marchés,,,58 Boulevard Charles Livon,13007,Marseille,,,,,,,https://marchespublics.ampmetropole.fr,,,,,False,False,,False,False
18-43785,MINARM/DGA/DO/S2A,FR 34 150 000 222 ,L'Autorité Signataire de Marchés,S2A/Division Achats Sud-Est,,"336, Avenue de la Tour Royale, Section Recettes pour BAO - BP 40915",83050,Toulon cedex,,,,,,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
18-44032,Ville de Nantes,None,Madame le Maire,,,2 rue de l'hôtel de ville,44094,Nantes cedex 1,,,,,,http://www.nantes.fr,http://www.marchespublics.nantesmetropole.fr,,,,,False,False,,False,False
18-44477,Centre Hospitalier de Pau,None,,"Direction des achats, de l'hôtellerie et de la logistique",FRI15,"4, boulevard hauterive",64046,Pau cedex,,,,,secretariat-marches@ch-pau.fr,http://www.ch-pau.fr,http://www.achatpublic.com,,,http://www.achatpublic.com,,False,True,,False,True
18-44813,DEAL974,None,,"Jean-Michel MAURIN, directeur",FRY4,"Direction de lenvironnement de laménagement et du logement de la Réunion, 2, rue Juliette Dodu - CS 41009",97743,SAINT DENIS CEDEX 9,RE,(+33) 2-62-40-26-26,,(+33) 2-62-40-27-27,deal-reunion@developpement-durable.gouv.fr,http://www.reunion.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,False,False,,False,False
18-44904,SDIS de l'Isère,None,,A l'attention de M. le Président du conseil d'administration,FRK24,24 rue René Camphin,38600,Fontaine,,(+33) 4-76-26-89-73,,(+33) 4-76-26-88-93,gaf.marche.tous@sdis38.fr,https://www.sdis38.fr,https://sdis38.achatpublic.com,,https://sdis38.achatpublic.com,https://sdis38.achatpublic.com,,False,True,,False,True
18-45068,Ville de Tassin La Demi Lune,None,"M. Pascal CHARMOT, Maire",,,Place Hippolyte Péragut - BP,69812,Tassin la demi-lune,,04-72-59-22-11,,04-72-59-22-12,marchespublics@villetassinlademilune.fr,http://www.tassinlademilune.fr,https://www.marches-publics.info,,,,,False,False,,False,False
18-45088,Ville de Caussade,None,Le Maire,,,Place du Général de GaulleBP 19,82303,Caussade Cedex,,05-63-65-09-05,,05-63-63-19-37,catherineb@mairie-caussade-st.com,,,,,,,False,False,,False,False
18-45187,Communauté d'Agglomération du Douaisis,None,,Service Commande publique,FRE11,746 rue Jean Perrin - ZI de Douai Dorignies - BP no 300,59351,Douai,,(+33) 3-27-99-21-47,,(+33) 3-27-99-52-10,marchespublics@douaisis-agglo.com,http://www.douaisis-agglo.com,,,,,,False,True,,False,True
18-45594,Ville de Rouen,None,,,FRD2,Place du Général de GaulleCS 31402,76037,Rouen,,,,,commande-publique@rouen.fr,http://www.mpe76.fr,,,http://www.mpe76.fr,http://www.mpe76.fr,,False,True,,False,True
18-45785,Commune de Vernouillet,None,Monsieur le Maire de Vernouillet,,,Esplanade du 8 mai 1945Maurice LegendreBP 20113,28509,Vernouillet cedex,,,,,,,,,,,,False,False,,False,False
18-46220,GHR Mulhouse Sud Alsace,None,,,FRF12,Etablissement support du Groupement Hospitalier de Territoire 87 avenue d'Altkirch,68051,Mulhouse,,(+33) 3-89-64-68-08,,,marches-publics@ghrmsa.fr,http://www.ghrmsa.fr,https://marchespublics-ch-mulhouse.omnickles.com,,https://www.marchespublics-ch-mulhouse.omnikles.com,https://marchespublics-ch-mulhouse.omnikles.com,,False,True,,False,True
18-46264,LILLE METROPOLE HABITAT,None,,,FRE11,425 Boulevard Gambetta,59200,Tourcoing,,(+33) 3-20-16-95-87,,(+33) 3-20-16-95-96,arnaud.glaiesser@lmh.fr,http://www.lmh.fr,https://marchespublics-lmh.omnikles.com,,,,,False,True,,False,True
18-48345,Mairie de Niort,None,,Monsieur le Maire,FRI33,1 place Martin BastardCS 58755,79027,NIORT CEDEX,,,,,marchespublics@mairie-niort.fr,http://www.vivre-a-niort.com,http://www.achatpublic.com,,,,,False,True,,False,True
