BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
18-117389,Angers Loire Métropole,None,M. Communauté Urbaine Angers Loire Métropole Le Président,,,Direction de la Commande Publique pour la direction des Bâtiments et du patrimoine communautaireBP80011,49020,Angers Cedex 02,,,,,marches.dag@angersloiremetropole.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,,,,False,False,,False,False
18-117582,Annemasse - Les Voirons Agglomération,None,,,FRK28,"Direction de la prospective territoriale - Grands projets, représenté par son mandataire le groupement solidaire Territoires 38 / TERACTEM dont le mandataire est Territoires 38 - siège social : 34 rue Gustave Eiffel, 38028 Grenoble Cedex 1, Téléphone : +33 476709797, Courriel : tramAA@teractem.fr, Fax : +33 476709799",None,ANNEMASSE,,,,,tramaa@teractem.fr,http://www.teractem.fr,https://teractem.achatpublic.com,,,,,False,True,,False,True
18-117614,Annemasse - Les Voirons Agglomération,None,"Direction de la prospective territoriale-Grands projets, représentée par son mandataire le groupement solidaire Territoires 38 / TERACTEM dont le mandataire est Territoires 38 - siège social :",,,34 rue Gustave Eiffel,38028,Grenoble Cedex 1,,(+33)4-76-70-97-97,,,tramaa@teractem.fr,,https://teractem.achatpublic.com,,,,,False,False,,False,False
18-117800,DREAL GRAND EST/ST-MOA-MTZ,None,Stéphane HEBENSTREIT,,,"2, rue Augustin Fresnel - CS 95 038",57071,Metz,,,,,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-118015,Ville d'Arras,None,Monsieur le Maire,,,Direction de la Commande Publique Service Marchés Publics6 place Guy Mollet,62000,Arras,,03-21-50-69-31,,,s-marches@ville-arras.fr,http://arras.fr,http://arras.fr,,,,,False,False,,False,False
18-118112,Drome Aménagement Habitat,None,,,FR,11 avenue de la garebp10250 alixanservice marchés,26000,Valence,,(+33) 4-75-81-78-23,,(+33) 4-75-81-78-17,anthony.dipalo@dromeamenagementhabitat.fr,http://www.dromeamenagementhabitat.fr,http://www.achatpublic.com,,,,,False,True,,False,True
18-118160,CIAS Corbières Méditerranée,None,Marie-ange HOET,,,1 rue Jean Coteau,11130,Sigean,,04-68-48-71-30,,04-68-40-09-85,ma.hoet@cias-cm.fr,,http://marchespublics.aude.fr,,,,,False,False,,False,False
18-118404,Grand Besançon,None,"M. FOUSSERET Jean-Louis, Président",,,La City4 rue Gabriel Plançon,25000,Besançon,,03-81-61-59-97,,,assurances@grandbesancon.fr,http://grandbesancon.fr,http://marches-securises.fr,,,,,False,False,,False,False
18-118413,Commune de Cenon,None,Jean-François EGRON,,,1 avenue Carnot,33150,Cenon,,(+33)05-57-80-70-82,,(+33)05-56-86-72-50,service.achats@ville-cenon.fr,http://www.ville-cenon.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
18-118419,Commune de Cenon,None,Jean-François EGRON,,,1 avenue CarnotCS 50027,33152,Cenon cedex,,05-57-80-70-82,,05-56-86-72-50,service.achats@ville-cenon.fr,http://www.ville-cenon.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
18-119363,Ministère de l'Interieur DSIC/SDAGA/BA,None,,Léa Rahmani,FR,Ministère de l'interieur DSIC/SDAGA/BAJ place Beauvau  immeuble Lumière 75800 Paris Cedex 08,75800,Paris,,(+33) -18-01-55-56-73,,,lea.rahmani@interieur.gouv.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=392087&amp;orgAcronyme=g6l,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=392087&amp;orgAcronyme=g6l,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=392087&amp;orgAcronyme=g6l,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=392087&amp;orgAcronyme=g6l,,False,True,,False,True
18-120986,DREAL Pays de la Loire,None,,,FRG0,5 rue Françoise GiroudCS16326,44263,Nantes Cedex 2,,(+33) 2-72-74-75-00,,,sial.dreal-pays-de-la-loire@developpement-durable.gouv.fr,http://www.pays-de-la-loire.developpement-durable.gouv.fr/,http://www.marches-publics.gouv.fr/,,http://www.marches-publics.gouv.fr/,http://www.marches-publics.gouv.fr/,,False,True,,False,True
18-121161,Montpellier Méditerranée Métropole,24340001700022,,Direction Adjointe de la Commande Publique,FRJ13,1 place Georges Frêche,34267,MONTPELLIER CEDEX 2,,(+33) 4-67-13-64-84,,(+33) 4-99-58-87-70,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,https://marches.montpellier3m.fr,,False,True,,False,True
18-121292,Grand Besançon,None,,,FRC21,4 rue Gabriel Plançon,25043,Besançon,,(+33) 3-81-87-88-89,,,agglomeration@grandbesancon.fr,http://www.grandbesancon.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,True,False,,False,True
18-121650,CHU DE POITIERS,None,,,FRI34,2 rue de la milétrie CS 90577,86021,Poitiers cedex,,(+33) 5-49-44-31-84,,(+33) 5-49-44-38-00,anne-sophie.gregoire@chu-poitiers.fr,http://chu-poitiers.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
18-122715,TRAMCITES-Gpt Egis Rail/Normandie-Amén,None,,,FRD11,"agissant au nom et pour le compte de la communauté Urbaine Caen la mer. 1, avenue du pays de Caen",14460,Colombelles,,(+33) 2-31-78-58-30,,,c.villoteau@tramcites.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,True,,False,True
18-122742,Le Logement Familial de l'Eure,None,,,FRD21,,None,Evreux,,,,,accueil@lfeure.fr,https://www.lfeure.fr/,,,,,,False,True,,False,True
18-122792,Ville de Besançon,None,"M. FOUSSERET Jean-Louis, Maire",,,2 rue Mégevand,25034,Besançon Cedex,,03-81-41-55-68,,03-81-41-55-47,marchespublicsdab@grandbesancon.fr,http://www.besancon.fr,http://www.marches.grandbesancon.fr,,,,,False,False,,False,False
18-123850,Ville de Nanterre,None,,Service des marchés,FR105,Service des marchés88/118 rue du 8 mai 1945  BP 1406,92014,Nanterre Cedex,,(+33) 1-47-29-52-44,,(+33) 1-47-29-53-99,marches.publics@mairie-nanterre.fr,http://www.nanterre.fr,https://marches.maximilien.fr/?page=entreprise.AccueilEntreprise,,,https://marches.maximilien.fr/?page=entreprise.AccueilEntreprise,,False,True,,False,True
18-124560,Commune de Saint Leu,None,,"A l'attention de M. le Maire, Bruno Domen, Service de la Commande publique - Mairie de Saint-Leu",FRY40,"58, rue du Général Lambert",97436,Saint-Leu,RE,(+33) 2-62-34-80-03,,(+33) 2-62-49-87-24,commandepublique@mairie-saintleu.fr,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-125087,DEPARTEMENT DU BAS RHIN,None,,,FRF11,,None,Strasbourg,,,,,marches.dsi@bas-rhin.fr,https://alsacemarchespublics.eu,,,,,,False,True,,False,True
18-125341,Grand Port Maritime de Marseille,None,,Département ingénierie juridique - Activité marchés publics - à l'attention de Mme la Directrice Générale du Grand Port Maritime de Marseille,FRL04,"Activité marchés publics, Cs 81965, 23 place de la joliette",13226,marseille cedex 02,,(+33) 4-91-39-49-33,,(+33) 4-91-39-40-33,marches-gpmm@marseille-port.fr,http://www.marseille-port.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
18-126261,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,rue Gaston Defferre CS30137,None,Fort-de-France,,(+33) 5-96-59-63-00,,(+33) 5-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,True,,False,True
18-126640,CA PORNIC AGGLO PAYS DE RETZ,None,M. le président,,,2 rue du docteur Ange GuépinZAC de la Chaussée,44215,Pornic Cedex,,,,,contact@pornicagglo.fr,http://www.pornicagglo.fr/,http://www.synapse-ouest.com/,,,,,False,False,,False,False
18-126784,AGCE DE DVLPT ET D INNOVATION MAYOTTE,None,MOHAMED Djaouharia,,,Maison de l'Entreprise - Place MariageBP 139,97600,Mamoudzou,,06-39-23-72-41,,,djaouharia.mohamed@adim-mayotte.fr,http://www.adim-mayotter.fr,,,,,,False,False,,False,False
18-127603,Montpellier Méditerranée Métropole,None,,direction Adjointe de la Commande Publique,FRJ13,1 place Georges frêche,34267,Montpellier Cedex 2,,,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,https://marches.montpellier3m.fr,https://marches.montpellier3m.fr,,False,True,,False,True
18-127699,UGECAM Alsace,None,,,FRF,10b Avenue Achille Baumann,67400,ILLKIRCH,,,,,carole.tavignot@ugecam.assurance-maladie.fr,http://www.ugecam-alsace.fr,http://www.achatpublic.com,,,http://www.achatpublic.com,,False,True,,False,True
18-129070,OPH de Bobigny,None,,,FR106,"6, rue du Chemin Vert",93016,Bobigny Cedex,,(+33) 1-48-30-11-05,,(+33) 1-48-30-12-75,marche@oph-bobigny.fr,https://oph-bobigny.achatpublic.com,https://oph-bobigny.achatpublic.com,,,,,False,True,,False,True
18-129072,OPH de Bobigny,None,Mme la Directrice Générale,,,"6, rue du Chemin Vert",93016,Bobigny Cedex,,(+33)1-48-30-11-05,,(+33)1-48-30-12-75,,,https://oph-bobigny.achatpublic.com,,,,,False,False,,False,False
18-129117,OPH de Bobigny,None,Mme la Directrice Générale,,,6 rue du Chemin Vert,93016,Bobigny Cedex,,01-48-30-11-05,,,marche@oph-bobigny.fr,https://oph-bobigny.achatpublic.com,https://oph-bobigny.achatpublic.com,,,,,False,False,,False,False
18-129157,OPH de Bobigny,None,Mme la Directrice Générale par intérim,,,"6, rue du Chemin Vert",93016,Bobigny Cedex,,(+33)1-48-30-11-05,,(+33)1-48-30-12-75,,,https://oph-bobigny.achatpublic.com,,,,,False,False,,False,False
18-129337,OPH de Bobigny,None,Mme la Directrice Générale par intérim,,,"6, rue du Chemin Vert",93016,Bobigny Cedex,,(+33)1-48-30-11-05,,(+33)1-48-30-12-75,,,https://oph-bobigny.achatpublic.com,,,,,False,False,,False,False
18-129750,Métropole de Lyon,None,,M. Le Président ou son représentant,FRK26,Délégation générale aux Ressources Direction du Patrimoine et des Moyens Généraux Service Ressources Unité Procédures achats marchés 20 rue du Lac CS 33569,69505,Lyon cedex 03,,(+33) 4-78-63-40-40,,(+33) 4-26-99-30-45,dpmg.marches@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,False,True,,False,True
18-129770,Saint-Brieuc Agglomération,None,Mme la Présidente de Saint-Brieuc Armor Agglomération,,,"5, rue du 71ème RI -CS 54403",22044,Saint-brieuc cedex 2,,(+33)02-96-77-20-00,,,accueil@saintbrieuc-agglo.fr,https://www.saintbrieuc-agglo.fr,https://megalisbretagne.org,,,,,False,False,,False,False
18-129798,METROPOLE DE LYON,None,,Xavier FOURNIER,FRK26,"20 rue du Lac, CS33569",69505,Lyon Cedex 03,,,,,uniteachatproprete@grandlyon.com,http://marchespublics.grandlyon.com,,,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,False,True,,False,True
18-130791,OPH de Bobigny,None,,,FR106,"6, rue du Chemin Vert",93000,Bobigny Cedex,,(+33) 1-48-30-11-05,,(+33) 1-48-30-12-75,marche@oph-bobigny.fr,https://oph-bobigny.achatpublic.com,https://oph-bobigny.achatpublic.com,,,,,False,True,,False,True
18-130980,Ville de Saint-Pierre,None,,,FRY40,,97410,Saint-Pierre,RE,(+26)2- 2-62-35-79-00,,(+26)2- 2-62-35-79-09,dcp@saintpierre.re,http://ville-saintpierre.fr,https://ville-saintpierre.local-trust.com,,https://ville-saintpierre.local-trust.com,https://ville-saintpierre.local-trust.com,,False,True,,False,True
18-131232,CCAS de Montpellier,None,Monsieur le Président,,,125 Place Thermidor,34045,Montpellier,,04-99-52-77-00,,,,,https://marches.montpellier3m.fr,,,,,False,False,,False,False
18-131417,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,rue gaston defferre CS30137,97201,fort de france,MQ,(+33) -05-96-59-63-00,,,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,http://www.collectiviteterritorialedemartinique.achatpublic.com,,,,,False,True,,False,True
18-131484,Ville du Havre,None,,Caroline Desbois,FRD22,1517 Place de lHôtel de Ville - CS 40051,76084,Le Havre Cedex,,(+33) -02-35-19-48-03,,(+33) -02-35-19-47-83,caroline.desbois@lehavre.fr,http://www.lehavre.fr,https://www.mpe76.fr,,,,,False,True,,False,True
18-131591,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY,Rue Gaston Defferre,97200,fort de france,,,,,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,True,,False,True
18-131769,S.P.L Midi-Pyrénées Construction,None,"SPL MPC (Société Publique Locale) à l'attention de Bénédicte BAYARD, mandataire agissant au nom et pour le compte de la Région Occitanie, Représentée par la Présidente de la Région Occitanie Pyrénées Méditerranée, Madame Carole DELGA,",,,"11 avenue Parmentier Central Parc 2 4e étage B.P 22414 31086 Toulouse Cedex 2,",31086,Toulouse Cedex 2,,05-62-72-71-14,,05-61-57-23-13,benedicte.bayard@cogemip.fr,http://www.laregion.fr,http://splmpc.achatpublic.com,,,,,False,False,,False,False
18-132029,METROPOLE D AIX MARSEILLE PROVENCE,None,,Direction de la Commande Publique,FRL04,58 boulevard Charles Livon,13007,Marseille,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,marches.marseilleprovence@ampmetropole.fr,http://www.marseille-provence.com,https://marchespublics.ampmetropole.fr,,https://marchespublics.ampmetropole.fr,https://marchespublics.ampmetropole.fr,,False,True,,False,True
18-132305,Ville d'Evian-les-Bains,None,Service marchés publics,,,"2, rue de ClermontCS 80098",74502,Evian-les-Bains Cedex,,04-50-83-10-91,,04-50-83-10-54,marches-publics@ville-evian.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
18-132513,Département du Doubs,None,,,FRC21,"7, avenue de la Gare d'Eau",25031,BESANCON CEDEX,,,,,sgr@doubs.fr,http://www.doubs.fr,http://www.doubs.fr/index.php/e-services/plateforme-des-marches-publics,,,,,False,True,,False,True
18-132541,CC CENTRE MORBIHAN COMMUNAUTE,None,,,FRH04,ZA de Kerjean-BP 10369,56503,LOCMINE,,,,,adarreau@cmc.bzh,https://centremorbihancommunaute.bzh,https://megalisbretagne.org,,,,,False,True,,False,True
18-132641,Ville de Magny le Hongre,None,,a l'attention de M. Le Maire,FR102,21 rue du Moulin à Vent,77700,Magny-Le-Hongre,,(+33) 1-60-43-51-00,,,n.dupuis@magnylehongre.fr,http://www.magnylehongre.fr/,http://www.synapse-entreprises.com/,,http://www.synapse-entreprises.com/,http://www.synapse-entreprises.com/,,False,True,,False,True
18-133114,MINARM/DGA/DO/S2A,FR47152000014,,,,Division achats Sud-Ouest MINDEF/DGA/DO/S2A/DA-SO/Biscarrosse,40115,Biscarrosse air,,(+33) -05-58-82-25-48,,(+33) -05-58-82-50-00,isabelle.boulet@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
18-133337,Grand Port Maritime de Bordeaux,None,M le Président du Directoire,,,152 quai de BacalanCS 41320,33082,Bordeaux Cedex,,05-56-90-58-00,,05-56-90-58-97,postoffice@bordeaux-port.fr,http://www.bordeaux-port.fr,https://marches.bordeaux-port.fr,,,,,False,False,,False,False
18-133476,CNAVTS de Paris,None,,,FR,110 avenue de Flandre,75951,Paris cedex 19,,,,,jean-luc.de-munck@cnav.fr,http://www.lassuranceretraite.fr,http://www.meoss.fr,,http://www.meoss.fr,http://www.meoss.fr,,False,True,,False,True
18-133533,APIJ,None,Nadine ROUSSIERE,,,30 Rue du château des rentiers,75013,Paris,,,,,nadine.roussiere@apij-justice.fr,http://www.apij.justice.fr,http://www.achatpublic.com,,,,,False,False,,False,False
18-133984,Cté de communes OSARTIS MARQUION,None,M. le Président de la communauté de Communes Osartis Marquion,,,ZA Rue Jean Monnet,62490,Vitry en artois,,03-21-60-06-00,,03-21-60-06-01,administration@cc-osartis.com,http://www.cc-osartis.com,http://www.cc-osartis.com/marches/index.aspx,,,,,False,False,,False,False
18-133998,Cté de communes OSARTIS MARQUION,None,M. le Président de la communauté de Communes Osartis-Marquion,,,ZA Rue Jean Monnet,62490,Vitry-en-Artois,,03-21-60-06-00,,03-21-60-06-01,administration@cc-osartis.com,,http://www.cc-osartis.com,,,,,False,False,,False,False
18-133999,Cté de communes OSARTIS MARQUION,None,M. le Président de la Communauté de Communes Osartis-Marquion,,,ZA Rue Jean Monnet,62490,Vitry-en-Artois,,03-21-60-06-00,,03-21-60-16-01,administration@cc-osartis.com,http://www.cc-osartis.com,http://www.cc-osartis.com/marches/index.aspx,,,,,False,False,,False,False
18-134251,Région Bretagne,None,,DITMO - DDOTT - ANREN,FRH03,,35711,Rennes,,(+33) 2-22-51-42-42,,,lenaig.kaszuba@bretagne.bzh,http://www.bretagne.bzh,http://www.megalisbretagne.org,,https://www.megalisbretagne.org,https://www.megalisbretagne.org,,False,True,,False,True
18-134625,Cté de communes OSARTIS MARQUION,None,M. le Président de la communauté de Communes Osartis-Marquion,,,ZA Rue Jean Monnet,62490,Vitry-en-Artois,,03-21-60-06-00,,03-21-60-06-01,administration@cc-osartis.com,http://www.cc-osartis.com,http://www.cc-osartis.com/marches/index.aspx,,,,,False,False,,False,False
18-134878,CNRS,None,MOUSSET Séverine,,,"3E, Avenue de la Recherche ScientifiqueCS 100065",45071,ORLEANS CEDEX 2,,,,,severine.mousset@dr8.cnrs.fr,http://www.cnrs.dr8.fr,https://www.marches-publics.gouv.fr/,,,,,False,False,,False,False
18-135058,METROPOLE D AIX MARSEILLE PROVENCE,None,,Direction de la Commande Publique - Service des Marchés,FRL04,"58, boulevard Charles Livon",13007,MARSEILLE,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,marches.marseilleprovence@ampmetropole.fr,https://ampmetropole.fr/,https://marchespublics.ampmetropole.fr,,,,,False,True,,False,True
18-135126,Montpellier Méditerranée Métropole,24340001700022,,Direction adjointe de la Commande Publique,FRJ13,"Hôtel de ville de Montpellier, 1 place Georges Frêche",34267,Montpellier cedex 2,,(+33) 4-67-13-64-84,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
18-135210,COLLECTIVITE TERRITORIALE MARTINIQUE,None,M.le Président du conseil exécutif de la collectivité territoriale de la martinique,,,Rue GASTON DEFERRE CS 30137,97261,Fort de france,MQ,596-59-63-00,,596-72-68-10,servicecommandepublique@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,False,,False,False
18-136352,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FR,Cs 30137,97201,Fort de France,MQ,,,,couriel@ctm-martinique.mq,http://www.collectiviteterritorialedemartinique.com,http://www.collectiviteterritorialedemartinique.achatpublic.com,,,,,False,True,,False,True
18-136825,Commune de Rivière-Salée,None,Monsieur le maire,,,"Hôtel de ville - 60,rue Schoelcher",97215,Rivière-Salée,MQ,05-96-68-79-30,,05-96-68-04-55,technique@mairie-riviere-salee.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
18-136830,REGION GRAND EST,None,,,FRF,1 place Adrien Zeller,67070,Strasbourg cedex,,,,,dcp.strasbourg@grandest.fr,https://www.grandest.fr,https://marchespublics.grandest.fr,,https://marchespublics.grandest.fr,https://marchespublics.grandest.fr,,False,True,,False,True
