BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-121335,Région Guadeloupe,None,,Direction de la commande publique,FRY10,Avenue Paul Lacavé - Petit Paris,97100,Basse-Terre,,(+33) 5-90-80-40-40,,(+33) 5-90-80-41-59,dmp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,http://www.eguadeloupe.com,http://www.eguadeloupe.com,,False,True,,False,True
17-122716,Conseil Départemental Haute Garonne,None,,"Direction de la Commande Publique, DA des Marchés Publics, bât B, bureau 073",FRJ23,1 boulevard de la Marquette,31090,Toulouse cedex 9,,(+33) 5-34-33-35-89,,(+33) 5-34-33-35-81,marches.sect1@cd31.fr,http://www.haute-garonne.fr,https://marchespublics.haute-garonne.fr,,,https://marchespublics.haute-garonne.fr,,False,True,,False,True
17-125981,Rouen Habitat,None,M. le Directeur Général,,,5 place du Général de GaulleBP 16,76001,Rouen cédex 1,,02-35-15-61-61,,02-35-15-61-16,contact@rouenhabitat.fr,http://www.rouenhabitat.fr,https://www.marches-publics.info/accueil.htm,,,,,False,False,,False,False
17-126070,Département de Tarn-et-Garonne,None,,,FR,100 boulevard Hubert GouzeBP 783,82013,Montauban,,,,,jean-nicolas.bruzard@ledepartement82.fr,http://www.marchespublics.ledepartement82.fr,http://www.marchespublics.ledepartement82.fr,,,,,False,True,,False,True
17-128614,Ville de Rouen,None,M. le Maire,,,Hotel de VillePlace du Général de Gaulle,76037,Rouen Cedex,,02-35-08-69-00,,02-35-08-87-22,commande-publique@rouen.fr,http://www.rouen.fr,http://www.mpe76.fr,,,,,False,False,,False,False
17-130254,REGION OCCITANIE,None,,,FRJ23,"22, Boulevard du Maréchal JUIN Cedex 09",31406,TOULOUSE,,(+33) 5-61-33-50-60,,,marches.publics@laregion.fr,http://www.laregion.fr/Les-marches-publics-33845,http://www.laregion.fr/Les-marches-publics,,,,,False,True,,False,True
17-132136,Conseil général de l'Isère,None,,,FRK24,7 rue Fantin Latour B.P. 1096,38022,Grenoble cedex 1,,(+33) 4-76-00-38-38,,(+33) 4-76-00-38-88,drh.rpe@isere.fr,http://www.isere.fr,https://marchespublics.isere.fr,,,,,False,True,,False,True
17-132440,Département de Seine Maritime,None,M. le Président du Département de Seine Maritime,,,quai Jean Moulin,76100,rouen,,,,,,,,,,,,False,False,,False,False
17-132469,Ville de Mougins,None,,,FRL03,"M. le Maire ou son Adjoint déléguéMAIRIE DE MOUGINS - Service des Marchés Publics33, avenue de la plaine - CS 61000",None,Mougins Cedex,,(+33) -04-92-92-58-33,,(+33) -04-92-92-58-59,marches@villedemougins.com,http://mougins.fr,http://www.marches-securises.fr,,,http://www.marches-securises.fr/,,False,True,,False,True
17-133975,Cté d'Agglomération du Choletais,None,,service Marchés-Contrats,FRG02,Hôtel d'AgglomérationService Marchés-ContratsRue Saint Bonaventure - BP 32135,49321,CHOLET,,(+33) 2-44-09-26-90,,(+33) 2-44-09-26-98,marches-contrats@agglo-choletais.fr,http://www.cholet.fr,,,,http://www.anjoumarchespublics.fr,,False,True,,False,True
17-134786,CODECOM du Sammiellois,24550032700011,,,FRF32,Place des Moines - BP 68,55300,Saint Mihiel,,,,,eco.codecomsammiellois@orange.fr,http://www.cc-sammiellois.fr,http://www.synapse-entreprises.com,,,,,False,True,,False,True
17-135797,Ville de Caussade,None,Le Maire,,,Place du Général de GaulleBP 19,82303,Caussade Cedex,,05-63-65-09-05,,05-63-63-19-37,catherineb@mairie-caussade-st.com,,,,,,,False,False,,False,False
17-135931,Ville de Troyes,None,L'Adjoint au Maire par délégation de Mr le Maire,,,place Alexandre IsraëlBP 767,10026,Troyes,,(+33)3-25-42-33-33,3545,(+33)3-25-42-34-47,commande.publique@ville-troyes.fr,http://www.ville-troyes.fr,http://www.xmarches.fr,,,,,False,False,,False,False
17-136347,Commune du Tampon,None,,Service de la commande publique,FRY4,256 rue Hubert Delisle,97430,LE TAMPON,RE,(+26) 2-62-57-86-78,,(+26) 2-62-57-87-38,smp@mairie-tampon.fr,https://webmarche.adullact.org,https://webmarche.adullact.org,,https://webmarche.adullact.org,https://webmarche.adullact.org,,False,True,,False,True
17-136452,Ville de Dunkerque,"Direction de la commande publique, pôle juridique",,,FR,Place Charles Valentin BP 6.537,59140,Dunkerque,,(+33) 3-28-26-28-72,,(+33) 3-28-26-24-20,marches.publics@ville-dunkerque.fr,https://www.ville-dunkerque.fr,https://flandredunkerque.marches-securises.fr,,https://flandredunkerque.marches-securises.fr,https://flandredunkerque.marches-securises.fr,,False,True,,False,True
17-136589,Centre national du cinéma,None,,Département achats et marchés,FR1,12 rue de Lübeck,75016,Paris,,(+33) 1-44-34-38-52,,,marchespublics@cnc.fr,http://www.cnc.fr/,http://marchespublics-cnc.omnikles.com,,,,,False,True,,False,True
17-138497,Ville d'Aulnay-sous-Bois,None,,,FR106,Place de l'hôtel de Ville,93600,Aulnay-sous-bois,,,,,marches-publics@aulnay-sous-bois.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
17-139350,CPAM de Paris,None,M. le directeur général de la CPAM de Paris,,,CS 70001,75948,PARIS CEDEX 19,,01-53-38-72-72,,,karim.haddouche@cpam-paris.cnamts.fr,,http://achatpublic.com,,,,,False,False,,False,False
17-139823,CTRE HOSPITALIER UNVT GRENOBLE,None,,Benjamin KERLEROUX,FRK24,Cs 10217,38043,Grenoble cedex 09,,(+33) 4-76-76-68-55,,(+33) 4-76-76-68-50,bkerleroux@chu-grenoble.fr,http://www.chu-grenoble.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
17-140162,Bordeaux Métropole,None,,Direction de l'Achat et de la Commande Publique,FRI12,Esplanade Charles de Gaulle,33045,Bordeaux cedex,,(+33) 5-56-93-65-65,,(+33) 5-56-99-87-83,dacp@bordeaux-metropole.fr,http://www.bordeaux-metropole.fr,http://www.demat-ampa.fr,,http://www.demat-ampa.fr,http://www.demat-ampa.fr,,False,True,,False,True
17-142029,Montpellier Méditerranée Métropole,None,,,FRJ13,50 place Zeus Immeuble la coupole CS39556,34961,Montpellier cedex 2,,(+33) 4-67-13-60-00,,(+33) 4-67-13-61-01,commandepublique@ville-montpellier.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
17-142294,Conseil Départemental de l AVEYRON,None,Monsieur le Président du Conseil Départemental,,,Direction du Patrimoine Collèges Route du Monastère CS 10024,12450,Flavin,,(+33)5-65-59-34-20,,(+33)5-65-73-32-92,st.marches.admin@aveyron.fr,http://www.aveyron.fr,,,,,,False,False,,False,False
17-142953,Ville de Corbas,None,,,FRK26,Place Charles Jocteur,69960,Corbas,,,,,marchespublics@ville-corbas.fr,http://www.ville-corbas.fr,,,,,,False,False,,False,False
17-145062,ASSOCIATION ARAMIS,None,Gilles Gabireau,,,50 rue HENRY FARMAN,75720,PARIS CEDEX 15,,06-85-29-97-03,,,gilles.gabireau@aviation-civile.gouv.fr,,,,,,,False,False,,False,False
17-145452,Commune de Vif,None,CCAS de Vif - M. le Président,,,5 place de la Libération,38450,Vif,,04-76-73-50-50,,,juridique@ville-vif.fr,http://www.ville-vif.fr,http://www.achatpublic.com,,,,,False,False,,False,False
17-146203,Ville de Caussade,None,Le Maire,,,Place du Général de GaulleBP 19,82303,Caussade Cedex,,05-63-65-09-05,,05-63-63-19-37,catherineb@mairie-caussade-st.com,,,,,,,False,False,,False,False
17-146786,Ville de Nogent le Rotrou,None,,Christine Hubert,FR,44 Rue Villette Gaté - Bp 60189,28400,Nogent-le-Rotrou,,(+33) 2-37-29-68-68,,(+33) 2-37-29-68-69,dgs@ville-nogent-le-rotrou.fr,http://ville-nogent-le-rotrou.fr,http://marches-securises.fr,,,,,False,False,,False,False
17-146924,Ville de Deauville,None,Delaunay Romain,,,20 rue Robert Fossorier,14800,Deauville,,02-31-14-02-02,,,r.delaunay@deauville.fr,http://www.deauville-marches.fr,,,,,,False,False,,False,False
17-147089,S.P.L Midi-Pyrénées Construction,None,"SPL MPC (société publique locale) à l'attention de Anne-Marie DALLA-COSTA, mandataire agissant au nom et pour le compte de la Région Occitanie",,,11 avenue Parmentier Central Parc 2 4e étage B.P 22414,31086,Toulouse cedex 2,,05-62-72-71-08,,05-61-57-23-13,anne-marie.dallacosta@cogemip.fr,http://www.laregion.fr,http://splmpc.achatpublic.com,,,,,False,False,,False,False
17-149869,Montpellier Méditerranée Métropole,None,Monsieur le Président,,,"immeuble la Coupole 50, Place Zeus CS 39556",34961,Montpellier Cedex 2,,(+33)4-67-13-60-00,,(+33)4-67-13-60-01,,https://marches.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,False,,False,False
17-150143,Ville de Dijon,None,M. Le Maire,,,CS 73310,21033,Dijon cedex,,03-80-74-51-72,,03-80-74-52-82,,,http://www.achatpublic.com,,,,,False,False,,False,False
17-150821,SDIS de l'Isère,None,M. le président du conseil d'administration,,,24 rue René Camphin,38602,Fontaine,,04-76-26-89-73,,,gaf.marche.tous@sdis38.fr,http://sdis38.fr,http://sdis38.achatpublic.com,,,,,False,False,,False,False
17-151173,S.P.L Midi-Pyrénées Construction,200 053 791 00014,,"SPL Midi-Pyrénées Construction, A lattention de Christophe ROQUES",FRJ,"Mandataire agissant au nom et pour le compte de la région Occitanie, 11 avenue Parmentier, Central Parc 2, 4e étage, BP 22414",31086,Toulouse Cédex 02,,(+33) 5-62-72-71-08,,(+33) 5-61-57-23-13,christophe.roques@cogemip.fr,http://www.laregion.fr,http://splmpc.achatpublic.com,,http://splmpc.achatpublic.com,http://splmpc.achatpublic.com,,False,True,,False,True
17-151215,Ville de Corbas,None,Monsieur le Maire,,,Place Charles Jocteur,69960,Corbas,,04-72-90-03-00,,,,,,,,,,False,False,,False,False
17-151413,REGION GRAND EST,None,,,FRF,Direction de la Commande Publique Maison de la Région à Metz Place Gabriel Hocquard CS 81004,57036,Metz Cedex 1,,(+33) 3-87-33-60-00,,,dcpmetztravauxmaintenance@grandest.fr,https://marchespublics.grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
17-151560,Métropole Aix Marseille Provence,None,,Direction des Achats et de la Commande Publique - Service des Marchés,FRL04,"58, boulevard Charles Livon",13007,Marseille,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,marches@ampmetropole.fr,http://www.marseille-provence.com,https://marchespublics.ampmetropole.fr,,https://marchespublics.ampmetropole.fr,https://marchespublics.ampmetropole.fr,,False,True,,False,True
17-152013,REGION GRAND EST,None,,,FRF,Direction de la Commande Publique Maison de la Région à MetzPlace Gabriel HocquardCS 81004,57036,Metz cedex 1,,(+33) 3-87-33-60-00,,,dcpmetztravauxmaintenance@grandest.fr,https://marchespublics.grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
17-152553,CIF COOPERATIVE,None,,,FR,"10, rue de Bel Air CS 53205",44032,Nantes,,(+33) 2-40-99-40-61,,,xduchesne@groupecif.com,https://www.groupecif.com/,https://www.groupecif.com/,,,,,False,True,,False,True
17-152566,Collectivité Territoriale de Corse,None,,,FR,22 Cours Grandval Bp 215,20187,Ajaccio cedex 1,,,,,commande.publique@ct-corse.fr,http://www.corse.fr,,,,,,True,False,,False,True
17-153323,ACOSS,None,,Sous Direction des Affaires Juridiques,FR106,"36, rue de Valmy",93100,Montreuil,,(+33) 1-77-93-62-58,,(+33) 1-58-84-15-09,sous-direction.juridique@acoss.fr,http://www.acoss.fr,https://acoss.achatpublic.com,,https://acoss.achatpublic.com,https://acoss.achatpublic.com,,False,True,,False,True
17-153541,COLLECTIVITE TERRITORIALE MARTINIQUE,None,M.le Président du conseil exécutif de la collectivité territoriale de la martinique,,,rue Gaston Defferre - cs 30137 97201 Fort-de-France,97201,Fort de france cedex,MQ,(+33)5-96-59-63-00,3596596300,(+33)5-96-59-63-00,servicecommandepublique@collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,False,,False,False
17-153625,Ville de la Seyne sur Mer,None,Roxane Almanza,,,"Hôtel de ville, Direction des marchés et contrats publics 20 Quai Saturnin FabreCS60226",83500,La Seyne-sur-mer,,(+33)4-94-06-95-76,,(+33)4-94-06-95-90,marches-publics@la-seyne.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
17-153878,Ville de Montpellier,None,,DAJCP Service commande publique,FRJ13,1 place Georges FRECHE,None,Montpellier cedex 2,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,http://www.marches.montpellier3m.fr,,,,,False,True,,False,True
17-154723,Cté d'Agglo du Pays de Laon,None,Monsieur Le Président,,,60 rue de Chambry,02000,Aulnois-sous-Laon,,03-23-22-85-61,,,marchespublics@ville-laon.fr,http://www.ca-paysdelaon.fr,https://www.marches-aisne.fr,,,,,False,False,,False,False
17-155351,Mairie de Bordeaux,None,,Bordeaux Métropole - Service Contrats Complexes,FRI12,"4, rue Claude Bonnier",33077,Bordeaux,,(+33) 5-56-93-93-95,,,contratscomplexes@bordeaux-metropole.fr,http://www.bordeaux.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
17-155735,C.N.R.S. - Délégation Midi-Pyrénées,None,,"bureau des Achats et Marchés Publics, à l'attention de Marc MOURRE",FRJ23,M. Le Délégué Régional 16 avenue Edouard Belin B.P. 24367,31055,Toulouse,,(+33) 5-61-33-60-47,,(+33) 5-62-17-29-01,marc.mourre@dr14.cnrs.fr,http://www.cnrs.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=361745&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=361745&amp;orgAcronyme=f2h,,False,True,,False,True
17-155756,Ville d'Issoire,None,,Direction de la commande publique,FRK14,"2 rue Eugène Gauttier, B.P.2",None,Issoire,,(+33) 4-73-89-03-54,,(+33) 4-73-89-41-05,lrongier@issoire.fr,http://www.issoire.fr,http://ville-issoire.marcoweb.fr,,,http://ville-issoire.marcoweb.fr,,False,True,,False,True
17-155907,Etablt Public Palais Justice de Paris,None,Maeva TATY,,,30 rue du Château des rentiers,75013,Paris,,,,,,http://eppjp.justice.fr,http://achatpublic.com,,,,,False,False,,False,False
17-156783,ENTREPRENDRE POUR HUMANISER DEPENDANC,None,Josselin THERY,,,69 chemin de Vassieux,69300,Caluire et Cuire,,,,,al.belghit@habitat-humanisme.org,,,,,,,False,False,,False,False
17-157275,Ville de Poitiers,None,Laurent Schock - Yannis Lhuillier,,,Direction Constructionplace du maréchal LeclercCS 10569,86021,Poitiers cedex,,,,,,http://www.poitiers.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
17-157550,FranceAgriMer,None,,SAF Unité achats marchés,FR106,12 rue Henri ROL TANGUY,93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=346605&amp;orgAcronyme=b4n,,,,,False,True,,False,True
17-157771,Ville de Gonfreville l'Orcher,None,Monsieur le Maire,,,Place Jean JaurèsBP 95,76700,Gonfreville l'Orcher,,,,,contact-marchespublics@gonfreville-l-orcher.fr,,http://www.gonfreville-l-orcher-marches.fr,,,,,False,False,,False,False
17-157899,Aéroport de Bâle-Mulhouse,None,,,FRF12,Etablissement public franco-suisse - BP60120,68304,SAINT LOUIS Cedex,,(+33) 3-89-90-31-11,,(+33) 3-89-90-25-77,sma@euroairport.com,http://www.euroairport.com,http://www.marches-securises.fr,,,http://epernot@euroairport.com,,False,True,,False,True
17-158081,Montpellier Méditerranée Métropole,24340001700022,,Direction adjointe de la Commande Publique,FRJ13,50 Place Zeus,34961,MONTPELLIER Cedex,,(+33) 4-67-13-64-84,,,marches-publics@montpellier.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,https://marches.montpellier3m.fr,,False,True,,False,True
17-158631,FranceAgriMer,None,,,FR106,"12, rue Henri ROL TANGUY",93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,http://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=349574&amp;orgAcronyme=b4n,,,,,False,True,,False,True
17-158706,Montpellier Méditerranée Métropole,24340001700022,,Direction adjointe de la Commande Publique,FRJ13,"Hôtel de Ville de Montpellier, 1 place Georges Frêche",34267,Montpellier cedex 2,,(+33) 4-67-13-64-84,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,https://marches.montpellier3m.fr,https://marches.montpellier3m.fr,,False,True,,False,True
17-158904,DEPARTEMENT DU TERRITOIRE DE BELFORT,None,,,FRC24,"Direction des routes, de la mobilité et des réseaux6 place de la Révolution Française",90020,Belfort,,(+33) 3-84-90-90-90,,(+33) 3-84-90-87-49,jean-patrice.demange@territoiredebelfort.fr,http://www.territoiredebelfort.fr,,,,,,True,False,,False,True
17-159190,SMDT Station des Rousses,None,,,FRC22,Fort des Rousses BP 14Rue du sergent-Chef Benoit-Lizon,39220,les ROUSSES,,(+33) 3-84-60-54-54,,(+33) 3-84-60-52-61,smdt@cc-stationdesrousses.fr,http://smdt@cc-stationdesrousses.fr,http://www.synapse-entreprises.com,,http://www.synapse-entreprises.com,http://www.synapse-entreprises.com,,False,True,,False,True
17-159648,CA Saumur Val de Loire,None,Service Commandes Publiques,,,"(correspondance à libeller à l'attention de Mme BROUSSEAU Isabelle), 11 rue du Maréchal Leclerc CS 54030",49408,SAUMUR cedex,,(+33)2-53-93-50-73,,,commandes.publiques@agglo-saumur.fr,http://www.saumurvaldeloire.fr,http://www.synapse-ouest.com,,,,,False,False,,False,False
17-159748,Syndicat l'eau du dunkerquois,None,,,FRE1,"Immeuble ""Les Trois Ponts""257, rue de l'école Maternelle",59140,Dunkerque,,(+33) -28-66-86-02,,(+33) -28-63-65-42,dsp-ep@leaududunkerquois.fr,http://www.achatpublic.com,http://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2016_Sli5yX0jIB,,,,,False,False,,False,False
17-159792,Département du Finistère,None,,"Conseil départemental du Finistère, direction du développement économique et international, service mer, 32 boulevard Dupleix, CS29029,",FRH02,"32 boulevard DupleixCS29029, 29196  quimper cedex",29196,quimper cedex,,(+33) -02-98-76-20-34,,,xavier.rasseneur@finistere.fr,http://www.finistere.fr,http://www.e-megalisbretagne.org,,,,,False,False,,False,False
17-159943,CALI,None,Mme HUBERT Aude,,,B.P. 2026,33502,Libourne cedex,,05-57-25-01-51,,,marchepublic@lacali.fr,http://www.lacali.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
17-160275,Conseil général de l'Aube,None,Monsieur le Président du Département de l'Aube,,,"Département de l'Aube, 2 rue Pierre Labonde",10026,Troyes cedex,,03-25-42-52-30,,03-25-42-52-33,marche@aube.fr,http://www.xmarches.fr,http://www.xmarches.fr,,,,,False,False,,False,False
17-160281,Ville de Montmorency,None,Mme Le Maire,,,2 avenue FochBP 70101,95162,Montmorency cedex,,01-39-34-98-00,,,marchespublics@ville-montmorency.fr,http://ville-montmorency.fr,http://www.maximilien.fr/,,,,,False,False,,False,False
17-160467,Conseil Départemental de l'Indre,None,,,FRB03,place de la victoire et des alliéscs 20639,36020,Châteauroux cédex,,,,,drtpe-smgp@indre.fr,http://www.indre.fr,http://www.achatpublic.com,,,,,True,False,,False,True
17-160572,Communauté d'Agglomération du Douaisis,None,M. le Président Christian Poiret,,,"Service Commande Publique746, Rue Jean Perrin - ZI de Douai Dorignies B.P no 300",59351,Douai cedex,,(+33)3-27-99-21-47,,(+33)3-27-99-52-10,marchespublics@douaisis-agglo.com,,https://marches.rvvn.org,,,,,False,False,,False,False
17-160706,Université d'Aix-Marseille,None,Cellule Plan Campus,,,"58, Bd Charles Livon",13284,Marseille Cedex 7,,,,04-91-31-31-36,joan.breuleux@univ-amu.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=356459&orgAcronyme=f2h,,,,,False,False,,False,False
17-160784,Caisse des dépôts,None,,Véronique Juhasz,FR,"Direction des Services bancaires,Elisabeth Viola,15, quai Anatole France",75007,Paris,,,,,veronique.juhasz@caissedesdepots.fr,http://www.caissedesdepots.fr,https://www.caissedesdepots.fr,,,,,True,False,,False,True
