BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
18-101068,ASM13,None,,,FR,11 rue Albert Bayet,75013,Paris,,,,,appeldoffre@asm13.org,http://www.asm13.org,,,,,,False,True,,False,True
18-102032,Commune de Blaye,None,M le Maire,,,7 cours Vauban,33390,Blaye,,,,,j.faure@blaye.fr,http://www.synapse-entreprises.com/,,,,,,False,False,,False,False
18-102854,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY2,"Rue Gaston Defferre, ",97200,Fort de france,,,,,courrier@collectivitedemartinique.mq,http://collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,,https://collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
18-103709,MINARM/TERRE/SIMMT,None,Monsieur le sous-directeur contrats de la SIMMT,M. Elgoyhen Gérard,,Etablissement ingénieur général Jayat - CS 30704,78013,Versailles,,(+33) 1-39-67-26-35,,,simmt-sdc-berc-cmf.agt.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-105169,Centre Hospitalier de Nevers,None,,,FR,1 avenue Patrick GuillotBP 649,58033,Nevers,,,,,cellule.marches@ch-nevers.fr,https://www.chan.fr,https://www.e-bourgogne.fr,,,,,False,True,,False,True
18-105390,Communauté Urbaine d'Alençon,None,,,FRD13,18 Rue de Bretagne CS 50362,61014,61014 Alençon Cedex,,(+33) 2-33-32-40-78,,,scp@ville-alencon.fr,http://www.cu-alencon.fr/,https://marches.local-trust.com/cu-alencon/,,https://marches.local-trust.com/cu-alencon/,https://marches.local-trust.com/cu-alencon/,,False,True,,False,True
18-105710,MINARM/DGA/DO/S2A,152 000 493 00014,"M Gautier, Ministère des armées",Acheteur-négociateur,,Ministère des armées - DGA - Direction des opérations - S2A / division achats sud ouest - Saint-Médard - DGA EM site Gironde,33166,Saint-Médard-en-Jalles Cedex,,(+33) 5-56-70-56-32,,(+33) 5-56-70-61-66,,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
18-106222,DIR CE,None,"Madame la Directrice Interdépartementale des Routes Centre-Est, par délégation de Monsieur le Préfet, coordonnateur des itinéraires routiers",,," Mme la Directrice Interdépartementale des Routes Centre-Est, par délégation de M. le préfet, coordonnateur des itinéraires routiers228 rue Garibaldi",69446,Lyon Cedex 03,,,,,,,,,,,,False,False,,False,False
18-106920,COMMUNE DE NANTERRE,None,,,FR105,"Service des marchés, 88/118 rue du 8 mai 1945 - B.P. 1406",92014,NANTERRE Cedex,,(+33) 1-47-29-48-49,,(+33)1- 1-47-29-53-99,marches.publics@mairie-nanterre.fr,https://www.nanterre.fr,https://marches.maximilien.fr/?page=entreprise.AccueilEntreprise,,,,,False,True,,False,True
18-107945,RPA DREAL Languedoc-R - Midi-Pyrenées,None,M. le chef de la Direction Transport- Division Maîtrise d'ouvrage Ouest,,,DREAL Occitanie (Site de Montpellier) 520 allée Henri II de Montmorency Cedex2,34064,Montpellier,,04-34-46-65-31,,,,http://www.occitanie.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-108503,Métropole Aix-Marseille-Provence,None,direction des achats et de la commande publique - service des marchés,,,58 bd Charles Livon,13007,Marseille,,(+33)4-42-62-81-27,,,marches.publics.pae@ampmetropole.fr,http://www.paysdaubagne.fr/,http://www.marchespublics.ampmetropole.fr,,,,,False,False,,False,False
18-108514,C.A. PAYS DE GRASSE,None,,Monsieur le Président,FRL03,57 avenue Pierre Sémard,06130,GRASSE,,(+33) 4-97-05-22-00,,,commande@paysdegrasse.fr,http://www.paysdegrasse.fr,http://www.e-marches06.fr,,http://www.e-marches06.fr,http://www.e-marches06.fr,,False,True,,False,True
18-108749,Troyes Habitat - OPH de Troyes,39872900400018,,,FRF22,4 place Langevin,10000,Troyes,,(+33) 3-25-71-17-17,,,marches@troyes-habitat.com,http://www.troyes-habitat.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-108765,Département des Alpes-Maritimes,None,,,FRL03,"Direction générale adjointe pour les ressources, les moyens et la modernisation de ladministration - Direction des finances, de lachat et de la commande publique - Service des marchés - cadam 147 bd du mercantour -BP 3007 - contact Tour Jean Moulin - bureau 630",06201,Nice Cedex 3,,(+33) 4-89-04-20-25,,(+33) 4-89-04-29-89,marches@departement06.fr,http://www.e-marches06.fr,,,http://www.e-marches06.fr,http://www.e-marches06.fr,,False,True,,False,True
18-109125,MINARM/TERRE/SIMMT,None,Monsieur le sous-directeur des contrats,Mélina OZENNE,,Etablissement ingénieur Jayat,78000,Versailles,,(+33) -01-39-67-27-16,,(+33) -01-39-67-28-03,simmt-sdc-berc.cmf.agt.fct@intradef.gouv.fr,,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,,,False,False,,False,False
18-109194,Ville de Magny le Hongre,None,,Nina Dupuis,FR102,,77700,Magny-Le-Hongre,,(+33) 1-60-43-51-09,,,n.dupuis@magnylehongre.fr,http://www.magnylehongre.fr/,http://www.synapse-entreprises.com/,,,,,False,True,,False,True
18-109280,OPPIC,None,,,FR101,30 rue du Chateau des Rentiers,75647,Paris Cedex 13,,,,,departement.marches@oppic.fr,http://www.oppic.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
18-109424,Ville d'Aulnay-sous-Bois,None,"M. BESCHIZZA Bruno, Maire",Direction de la commande publique - Place de l'Hôtel de Ville - RDC bas - bp 56 - 93602 - Aulnay sous bois cedex,,Place de l'hôtel de Ville,93600,Aulnay-sous-bois,,(+33) 1-58-03-93-31,,(+33) 1-48-79-64-81,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
18-109833,Chartres Métropole,None,,Service marchés publics,FRB02,Place des Halles,28019,Chartres cedex,,(+33) 2-37-23-40-64,,(+33) 2-37-23-41-80,marches.publics@agglo-ville.chartres.fr,http://www.chartres-metropole.fr,https://marches.agglo-chartres.fr,,,,,True,False,,False,True
18-109865,REGION BOURGOGNE FRANCHE COMTE,None,PETITJEAN Pauline,,,4 square Castan - CS 51857,25031,Besançon Cedex,,333-80-44-40-10,,,pauline.petitjean@bourgognefranchecomte.fr,http://www.bourgognefranchecomte.fr,http://www.marches.e-bourgogne.fr,,,,,False,False,,False,False
18-110032,Commune de Saint-Louis,None,,,FRY40,,None,Saint-Louis,,(+33) -02-62-91-94-66,,(+33) -02-62-57-64-49,commandepublique@mairie-saint-louis.re,http://saintlouis.re,http://marchespublics-saintlouis.omnikles.com,,http://marchespublics-saintlouis.omnikles.com,https://marchespublics-saintlouis.omnikles.com,,False,True,,False,True
18-111046,Mairie de Bordeaux,None,,Bordeaux Métropole - DGFCP/DACP/Service Contrats Complexes,FRI12,4 rue Claude Bonnier,33043,Bordeaux,,,,,contratscomplexes@bordeaux-metropole.fr,http://www.bordeaux.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
18-111114,Ville de Nîmes,None,,,FRJ12,"Direction de la Commande publique, Colisée 2 - 1er étage - 1 rue du Colisée",30947,Nîmes,,(+33) 4-34-03-57-00,,,commande-publique@ville-nimes.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
18-112612,Université d'Aix-Marseille,None,,Muriel Ginhoux,FRL04,"Direction de la commande publique Pôle des marchés publics campus luminy 163 av de luminy,",13288,Marseille,,(+33) 4-91-82-92-30,,,muriel.ginhoux@univ-amu.fr,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=375463&amp;orgAcronyme=f2h,http://www.marches-publics.gouv.fr,,,,,True,False,,False,True
18-112638,Métropole de Lyon,None,Direction Eau et Déchets - Direction adjointe de l'eau-Unité Marchés Publics,,,20 rue du Lac - CS 33569,69505,Lyon cédex 03,,,,04-78-95-89-70,,http://www.grandlyon.com,http://marchespublics.com,,,,,False,False,,False,False
18-112698,CA DE LA REGION DE CHATEAU THIERRY,None,,,FRE21,"9, rue Vallée",02400,Château-Thierry,,,,,achats.publics@carct.fr,http://www.xmarches.fr,https://www.marches-aisne.fr/fr/consult.php?us=cc02007&id=28,,,,,False,True,,False,True
18-113088,Var Aménagement Développement,None,Var Aménagement Développement,,,Tour l'AlbatrosAvenue d'EntrecasteauxBP 1406,83056,Toulon Cedex,,04-94-03-95-95,,04-94-03-95-75,vad@vad83.eu,http://www.var-amenagement-developpement.fr,http://achatpublic.fr,,,,,False,False,,False,False
18-113286,SDIS de l'Isère,None,M. le président du conseil d'administration,,,24 rue René CamphinCS60068,38600,Fontaine cedex,,04-76-26-89-73,,04-76-26-88-93,gaf.marche.tous@sdis38.fr,http://sdis38.fr,http://sdis38.achatpublic.com,,,,,False,False,,False,False
18-113747,Conseil départemental de la Mayenne,None,,,FRG03,"DAJ - Service juridique, marchés publics et assurances - 39 rue Mazagran - CS 21429",53014,Laval,,(+33) 2-43-66-52-12,,(+33) 2-43-66-54-22,sjmpa@lamayenne.fr,http://www.lamayenne.fr,http://agysoft.marches-publics.info,,,,,False,True,,False,True
18-113806,Grand Besançon,None,"M. FOUSSERET Jean-Louis, Président",,,4 rue Gabriel Plançon,25034,BESANCON Cedex,,(+33)3-81-41-55-33,,,pal-marches@grandbesancon.fr,http://www.grandbesancon.fr,http://www.marches.grandbesancon.fr,,,,,False,False,,False,False
18-114120,Montpellier Méditerranée Métropole,None,,Monsieur le Président,FRJ13,hôtel de Ville de Montpellier 1 place Georges Frêche,34267,MONTPELLIER CEDEX 2,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier3m.fr/,https://marches.montpellier3m.fr,,,,,False,True,,False,True
18-114129,SEMAG,None,,,FRY1,"Agissant au nom et pour le compte de la Maison Départementale de l'Enfance,Lot Grand Camp La Rocade BP 289 Boisripeaux",97182,LES ABYMES,,,,,i.mareval@semag.fr,http://semag.marcoweb.fr,,,,,,False,True,,False,True
18-114290,Métropole de Lyon,None,,"Monsieur le vice-président chargé de l'administration générale, de la logistique et du patrimoine bâti",FRK26,"Direction du Patrimoine et des Moyens généraux - Service Ressources - Unité Procédures Achats - Marchés - 20, rue du Lac - CS 33569",69505,Lyon cedex 03,,,,,dpmg.marches@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,True,,False,True
18-114323,GHR Mulhouse Sud Alsace,None,Madame la Directrice par interim,,,"Etablissement support du Groupement hospitalier de Territoire de Haute Alsace87, avenue d'Altkirch",68051,Mulhouse,,03-89-64-68-08,,03-89-64-75-66,marches-publics@ghrmsa.fr,https://www.ghrmsa.fr,https://marchespublics-ch-mulhouse.omnikles.com,,,,,False,False,,False,False
18-114381,Montpellier Méditerranée Métropole,None,Monsieur le Président,,,"Immeuble La Coupole50, Place ZeusCS 39556",34961,Montpellier Cedex 2,,(+33)4-67-13-60-00,,(+33)4-67-13-60-01,,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,,,False,False,,False,False
18-114563,COMMUNE DU HAILLAN,None,Service Marchés Publics,,,137 avenue pasteur,33185,Le haillan,,,,,,http://www.ville-lehaillan.fr/-Avis-d-Appel-Public-a-la-.html?retour=back,https://demat-ampa.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=22797&orgAcronyme=a6w,,,,,False,False,,False,False
18-115144,CNAVTS de Paris,18003503200010,,Sébastien ROBBE,FR,110 avenue de Flandre,75019,PARIS,,,,,sebastien.robbe@cnav.fr,http://www.lassuranceretraite.fr,http://www.meoss.fr,,,,,False,True,,False,True
18-115248,Ville de Rodez,None,,,FR,Place Eugène Raynaldy,12031,Rodez,,(+33) 5-65-77-88-00,,,marchespublics@mairie-rodez.fr,http://www.ville-rodez.fr,http://www.e-occitanie.fr,,,http://www.e-occitanie.fr,,False,True,,False,True
18-116005,Ville de Montpellier,None,Monsieur le Maire,,,1 place Georges Frêche,34267,Montpellier cedex 2,,(+33)4-67-34-87-63,,(+33)4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,https://marches.montpellier3m.fr,,,,,False,False,,False,False
18-116280,REGION BOURGOGNE FRANCHE COMTE,None,,,FR,4 square Castan CS 51857,25000,Besançon,,(+33) 3-80-44-33-25,,,michael.blondeau@bourgognefranchecomte.fr,https://www.e-bourgogne.fr,https://www.e-bourgogne.fr,,https://www.e-bourgogne.fr,https://www.e-bourgogne.fr,,False,True,,False,True
18-117043,Communauté de communes de Lacq-Orthez,None,Jacques CASSIAU-HAURIE,,,Rond point des chênes,64150,Mourenx,,05-59-60-03-46,,05-59-60-06-93,marchespublics@cc-lacqorthez.fr,http://www.cc-lacqorthez.fr,http://www.eadministration64.fr,,,,,False,False,,False,False
18-117092,Aerocampus Aquitaine,None,Frederique Quelennec,,,"1, route de Cénac",33360,Latresne,,05-56-21-01-17,117,,frederique.quelennec@aerocampus-aquitaine.com,,,,,,,False,False,,False,False
18-117190,Communauté d'Agglomération du Douaisis,None,M. le Président Christian Poiret,,,"Service Commande Publique746, Rue Jean Perrin - ZI de Douai Dorignies B.P no 300",59351,Douai cedex,,(+33)3-27-99-21-47,,(+33)3-27-99-52-10,marchespublics@douaisis-agglo.com,,https://marches.rvvn.org,,,,,False,False,,False,False
18-117221,Région Guadeloupe,None,,,FRY10,Avenue Paul LacavéPetit-Paris,97100,BASSE-TERRE,,(+33) -05-90-80-40-40,,,dmp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,True,,False,True
18-117398,Grand Port Maritime de Marseille,None,Sandrine HANINE,,,23 place de la jolietteCS 81965,13226,Marseille cedex 02,,04-91-39-49-31,,04-91-39-40-31,s.hanine@marseille-port.fr,,http://marches-publics.gouv.fr.,,,,,False,False,,False,False
18-117450,DREAL Pays de la Loire,None,Madame la Directrice Régionale de l'Environnement de l'Aménagement et du Logement,,,5 rue Françoise Giroud CS16326,44263,Nantes Cedex2,,02-72-74-75-00,,02-72-74-75-09,sial.dreal-pays-de-la-loire@developpement-durable.gouv.fr,http://www.pays-de-la-loire.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-117578,FranceAgriMer,None,,,FR106,"12, rue Henri ROL TANGUY",93555,Montreuil cedex,,(+33) 1-73-30-20-00,,(+33) 1-73-30-30-34,mpublics@franceagrimer.fr,https://www.marches-publics.gouv.fr/?page=entreprise.AccueilEntreprise,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=379969&amp;orgAcronyme=b4n,,,,,False,True,,False,True
18-117625,FDE 80 FEDE DEP D ENERGIE DE LA SOMME,None,Jean-Claude MORGAND,,,3 rue César Cascabel - Pôle Jules Verne 2,80440,Boves,,03-22-95-82-62,,03-22-95-82-52,fde80@fde-somme.fr,http://www.fde-somme.fr,https://marchespublics596280.fr,,,,,False,False,,False,False
18-117796,Collectivité territoriale de Guyane,None,,,FRY3,Hôtel de la CTG4179 Route MontaboCarrefour de Suzini,97300,Cayenne,,,,,smp@ctguyane.fr,http://www.ctguyane.fr,http://ctguyane.marcoweb.fr,,,,,False,True,,False,True
18-117986,METROPOLE D AIX MARSEILLE PROVENCE,None,,Direction de la Commande Publique - Service des Marchés,FRL04,"58, boulevard Charles Livon",13007,Marseille,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,marches@ampmetropole.fr,http://www.marseille-provence.com,https://marchespublics.ampmetropole.fr,,,,,False,True,,False,True
18-118159,Conseil départemental du Cantal,None,,,FRK12,28 avenue Gambetta,15000,AURILLAC,,(+33) -04-71-46-22-49,,(+33) -04-71-46-59-82,servicetransports@cantal.fr,http://www.cantal.fr/,https://www.achatpublic.com,,http://www.cantal.fr/,http://www.cantal.fr/,,False,False,,False,False
18-118292,ville de Clichy-sous-bois,None,,,FR,place du 11 novembre 1918,None,Clichy-sous-bois,,,,,mpublic@clichysousbois.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_y5x2NxUK2-&amp;v=1&amp;selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_y5x2NxUK2-&amp;v=1&amp;selected=0,,,,,False,True,,False,True
18-119095,Ville d'Hazebrouck,None,Anna Slowinski - Chef du Pôle Achats et Marchés Publics,,,MairieB.P. 70189rue André Biébuyck,59524,Hazebrouck cedex,,03-28-43-44-40,,,marchespublicsctm@ville-hazebrouck.fr,http://www.ville-hazebrouck.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
18-119112,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil départemental des Alpes-Maritimes,,,"Direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - Direction des finances, de l'achat et de la commande publique - Service des marchés - cadam 147 bd du mercantour -BP 3007 - contact Tour Jean Moulin - bureau 630 -",06201,Nice cedex 3,,04-89-04-20-25,,04-89-04-29-89,,http://www.e-marches06.fr,,,,,,False,False,,False,False
18-119499,Métropole de Lyon,None,,DDUCV/ direction de l'eau et déchets/ direction adjointe de l'eau/ unité marchés publics,FRK26,20 rue du Lac - CS 33569,69505,Lyon cedex 03,,,,(+33) 4-78-95-89-70,eau-marches@grandlyon.com,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,http://marchespublics.grandlyon.com,,False,True,,False,True
18-119816,Montpellier Méditerranée Métropole,None,Direction Adjointe de la Commande Publique,,,1 place Georges Frêche,34267,Montpellier cedex 2,,04-67-13-64-84,,,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m,,,,,False,False,,False,False
18-120000,COMMUNE DE GRASSE,21060069800018,,Service de la Commande Publique,FRL03,1 Place du 24 Août,06130,Grasse,,(+33) 4-97-05-51-38,,(+33) 4-97-05-51-51,marches.publics@ville-grasse.fr,http://www.ville-grasse.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
18-120103,SA COGEMIP (Société d'économie mixte),None,"SA COGEMIP (Société Anonyme), à l'attention de Muriel GUIBERT-BELIERES, mandataire agissant au nom et pour le compte du Département du Gers",,,11 avenue Parmentier Central Parc 2 4e étage B.P 22414,31086,Toulouse Cedex 2,,05-62-72-71-14,,05-61-57-23-13,muriel.guibert-belieres@cogemip.fr,http://www.cogemip.fr,http://cogemip.achatpublic.com,,,,,False,False,,False,False
18-120353,COMMUNAUTE AGGLO PORTES DE FRANCE,None,M. Le Maire,,,Ville de ThionvilleService Commun des Marchés PublicsRue Georges Ditsch - BP 30352,57125,Thionville Cedex,,,,,,http://marches.mairie-thionville.fr,http://marches.mairie-thionville.fr,,,,,False,False,,False,False
18-121436,Communauté Urbaine d'Alençon,None,Service de la Commande publique,,,18 Rue de Bretagne - CS 50362,61014,Alençon cedex,,02-33-32-40-78,,,scp@ville-alencon.fr,http://www.cu-alencon.fr/,https://marches.local-trust.com/cu-alencon,,,,,False,False,,False,False
18-121473,LA ROCHE-SUR-YON AGGLOMERATION,None,Monsieur le Président,,,54 rue René Goscinny,85000,La Roche-sur-Yon,,02-51-47-49-38,,,lea.egron@larochesuryon.fr,http://www.larochesuryon.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
18-121647,CRNA-SE,None,Sylviane Herbey,,,"1, Rue Vincent Auriol",13617,Aix-en-Provence,,04-42-33-11-86,,04-42-33-16-48,sylviane.herbey@aviation-civile.gouv.fr,https://dgac.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-121710,Ville de Nantes,None,,,FRG01,2 rue de l'Hôtel de Ville,44094,Nantes cedex 1,,,,,laure.talguen@nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,https://marchespublics.nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,False,True,,False,True
18-121714,Ville de Parthenay,None,Monsieur le Maire,,,BP 189,79205,Parthenay Cedex,,05-49-94-03-77,,,,http://www.cc-parthenay-gatine.fr,http://www.achatpublic.com,,,,,False,False,,False,False
18-121753,Ville de Besançon,None,,,FRC21,www.marches.grandbesancon.fr,25034,Besancon cedex,,,,,cecile.perez-martin@besancon.fr,http://www.marches.grandbesancon.fr,,,http://www.marches.grandbesancon.fr,http://www.marches.grandbesancon.fr,,False,True,,False,True
18-121951,Synd. des Eaux du Bassin de l'Ardèche,None,,,FRK22,La Sigalière - Les Vergnades,07110,LARGENTIERE,,(+33) 4-75-89-96-96,,(+33) 4-75-89-96-97,marchespublics@seba-eau.fr,http://www.seba-eau.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-121973,Métropole de Lyon,None,,Délégation au développement urbain et cadre de vie - direction ressources - AF - ressources marchés voirie,FRK26,20 rue du Lac - CS 33569,69505,Lyon cedex 03,,,,(+33) 4-26-99-30-78,voirie-marches@grandlyon.com,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,http://marchespublics.grandlyon.com,,False,True,,False,True
18-121997,Département du Finistère,None,,,FRH02,DAAEE 32 boulevard DupleixCS 29029,29196,Quimper Cedex,,(+33) 2-98-76-25-92,,(+33) 2-98-76-24-60,marches.daaee@finistere.fr,http://www.finistere.fr,http://www.megalisbretagne.org,,,https://www.megalisbretagne.org,https://www.megalisbretagne.org,False,True,,False,True
18-122010,MINDEF/AIR/SIAé/AIA CF,None,Directeur de l'Atelier Industriel de l'Aéronautique de CLERMONT-FERRAND,,,161 avenue du brézet,63028,Clermont-Ferrand,,,,,,,,,,,,False,False,,False,False
18-122216,Commune de Sevran,None,,Direction de la commande publiquie - service marchés publics,FR,28 avenue du Général Leclerc,93270,Sevran,,(+33) -01-49-36-52-34,,(+33) -01-49-36-52-18,grp_marches_publics@ville-sevran.fr,http://www.ville-sevran.fr,http://www.marches.maximilien.fr,,http://www.marches.maximilien.fr,http://www.marches.maximilien.fr,,False,True,,False,True
