BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-119439,Ville de Tassin La Demi Lune,None,"M. Pascal CHARMOT, Maire",,,Place Hippolyte Péragut - BP58,69812,Tassin la demi-lune,,04-72-59-22-11,,04-72-59-22-12,marchespublics@villetassinlademilune.fr,http://www.tassinlademilune.fr,https://www.marches-publics.info,,,,,False,False,,False,False
17-119908,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY20,rue Gaston Defferre CS 30137,97261,FORT DE FRANCE,,(+33) 5-96-59-63-00,,(+33) 5-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,https://collectiviteterritorialedemartinique.achatpublic.com,https://collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
17-120711,Commune du Tampon,None,,service commande publique,FRY4,256 rue,97430,Le Tampon,,,,,smp@mairie-tampon.fr,http://www.webmarche.adullact.org,,,http://www.webmarche.adullact.org,http://www.webmarche.adullact.org,,False,True,,False,True
17-126367,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FR,Rue Gaston Defferre,97200,fort de france,,,,,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,https://collectiviteterritorialedemartinique.achatpublic.com,https://collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
17-126657,Commune de Saint Leu,None,,M.le maire,FRY40,58 rue du général Lambert,97436,Saint-leu,RE,(+33) -26-26-34-66-70,,(+33) 2-62-49-87-24,commandepublique@mairie-saintleu.fr,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
17-128328,Bordeaux Métropole,None,Anne-lise Latscha,,,Pole territorial ouest6 rue des cometes,33185,le haillan,,,,,allatscha@bordeaux-metropole.fr,http://www.bordeaux-metropole.fr,http://www.demat-ampa.fr,,,,,False,False,,False,False
17-129405,CHU DUPUYTREN,None,,,FRI2,"Direction des Equipements, de la politique hôtelière et des Achats - bâtiment médico-administratif - avenue martin luther king",87042,Limoges cedex,,,,(+33) 5-55-05-60-87,celluledesmarches@chu-limoges.fr,http://www.chu-limoges.fr,http://www.achats-hopitaux.com,,,,,False,True,,False,True
17-130125,FDE 80 FEDE DEP D ENERGIE DE LA SOMME,None,,Jean-Claude MORGAND,FRE23,3 rue César Cascabel - Pôle Jules Verne 2,80440,Boves,,(+33) 3-22-95-82-62,,(+33) 3-22-95-82-52,fde80@fde-somme.fr,http://www.fde-somme.fr,https://marchespublics596280.fr,,,https://marchespublics596280.fr,,False,True,,False,True
17-134108,Communauté de communes du Trièves,None,,,FR,,None,monestier de clermont,,,,,accueil@cdctrieves.fr,http://www.cc-trieves.fr,,,,,,False,True,,False,True
17-134776,Montpellier Méditerranée Métropole,24340001700022,,,FRJ13,50 place zeusCS 39556,34961,Montpellier cedex,,(+33) 4-67-13-97-19,,(+33) -67-13-62-95,marches-publics@montpellier3m.fr,https://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,https://www.montpellier3m.fr,,False,True,,False,True
17-135293,APIJ,None,,M.Christophe LAMBERT,FR101,30 rue du château des rentiers,75013,Paris,,(+33) 1-53-94-88-27,,,christophe.lambert@justice.fr,http://www.apij.justice.fr,http://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_cCM2LeNdnX&amp;v=1&amp;selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_cCM2LeNdnX&amp;v=1&amp;selected=0,,False,True,,False,True
17-136437,Créteil-Habitat-SEMIC,None,M le Directeur Général,,,7 rue des Ecoles,94048,Créteil cédex,,01-45-17-40-00,,01-45-17-40-99,service.marche@creteil-habitat.com,http://www.creteil-habitat.com,http://www.creteil-habitat-marches.com,,,,,False,False,,False,False
17-136839,Département des Alpes-Maritimes,None,,,FRL03,"Direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - Direction des finances, de l'achat et de la commande publique - Service des marchés - CADAM - Tour Jean Moulin - 6ème étage - Bureau 630 - 147 boulevard du Mercantour - BP 3007 -",06201,Nice cedex 3,,(+33) 4-89-04-20-25,,(+33) 4-89-04-29-89,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
17-137170,SOCIETE NATIONALE IMMOBILIERE IDF,None,Julien RENA - Technicien,,,"Pour le compte du Directeur de l'Etablissement du service d'infrastructure de la Défense de l'Ile de FranceEtablissement SNI IDFBâtiment A, 6ème étage20, place des Vins de France",75610,Paris cedex 12,,,,,,,,,,,,False,False,,False,False
17-138247,CC DE PONT AUDEMER VAL DE RISLE,None,,Monsieur le Président,FRD21,"2 place de Verdun, BP 429",27504,Pont-Audemer,,(+33) 2-31-41-81-46,,(+33) 2-32-41-81-53,marion.deguine@ccpavr.fr,http://www.mpe27.fr,http://www.mpe27.fr,,,http://www.mpe27.fr,,True,False,,False,True
17-140251,DEAL de Guyane,None,,à l'attention de M. le directeur de la DEAL de Guyane,FRY30,"DEAL de Guyane, rue du vieux port. CS 76003",97306,cayenne,GF,(+33) 5-94-39-80-00,,,marches-publics.sg.deal-guyane@developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-140374,Régie Ligne d'Azur,None,,Régie ligne d'azur  - Commande publique - 2 Bd henri Sappia,FRL03,2 Boulevard Henri Sappia,06100,Nice,,,,,marches@lignesdazur.fr,http://www.lignesdazur.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
17-143717,Montpellier Méditerranée Métropole,None,Direction Adjointe de la Commande Publique,,,Hôtel de Ville1 Place Georges Frêche,34267,MONTPELLIER Cedex 2,,04-67-13-64-84,,04-67-13-62-95,,,https://marches.montpellier3m.fr,,,,,False,False,,False,False
17-144039,VILLE DE CHAGNY,None,service Marchés Publics,,,4 rue de Beaune,71150,Chagny,,03-85-47-80-17,,,commande.publique@ville-chagny71.fr,,http://www.marches-info.f,,,,,False,False,,False,False
17-145436,Région Hauts-de-France,None,,,FR,"151, Avenue du Président Hoover",59555,LILLE,,,,,contactachatpublic@hautsdefrance.fr,https://marchespublics.hautsdefrance.fr,http://marchespublics.hautsdefrance.fr,,,,,False,True,,False,True
17-145506,Syndicat l'eau du dunkerquois,None,Cinthia AGNERAY,,,"Immeuble 'Les Trois Ponts'257, rue de l'école Maternelle",59140,Dunkerque,,(+33)3-28-66-86-02,,(+33)3-28-66-86-02,contact@leaududunkerquois.fr,,,,,,,False,False,,False,False
17-147539,Syndicat mixte Monts Jura,None,,,FR,1518 route de la Télécabine,01170,Crozet,,,,,smmj@monts-jura.com,http://www.monts-jura.com,http://www.klekoon.com,,,,,False,True,,False,True
17-147618,Ville de Thionville,None,,,FRF33,Rue Geroges Ditsch,57100,Thionville,,,,,marches.publics@mairie-thionville.fr,http://marches.mairie-thionville.fr,http://marches.mairie-thionville.fr,,http://marches.mairie-thionville.fr,http://marches.mairie-thionville.fr,,False,False,,False,False
17-147907,Ville de Montpellier,None,,,FRJ13,1 place georges freche,None,"Montpellier Cedex 02,",,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
17-149964,D.I.R. Centre Est S.R.E.I. de Chambéry,None,,SREI de Chambéry - pôle tunnels,FRK2,"228, rue Garibaldi",69446,Lyon cedex 03,,,,,srei-chambery-dirce@developpement-durable.gouv.fr,http://www.dir-centre-est.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-150546,Communauté d'agglomération Seine-Eure,None,,,FRD21,1 Place Ernest ThorelCS 10514,27405,Louviers,,(+33) 2-32-50-85-50,,(+33) 2-32-50-85-51,marchespublics@seine-eure.com,http://www.agglo-seine.fr,http://www.mpe27.fr,,http://www.mpe27.fr,http://www.mpe27.fr,,True,False,,False,True
17-150593,MINARM/DGA/DO/S2A,15000035400012,Jean-Noël Michaud,Acheteur négociateur,,Ministère des armées - Direction Générale de l'Armement - Direction des Opérations - Services des Achats d'Armement - Division Achats de Val de Reuil - Chaussée du Vexin - BP 510,27105,Val de reuil,,(+33) 2-32-59-78-60,,(+33) 2-32-59-79-07,jean-noel.michaud@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
17-151434,DIR Sud-Ouest,None,,,FRJ23,155 avenue des arènes romaines,31300,Toulouse,,,,,bm.dmo.smee.dirso@developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-151607,RPA DREAL Languedoc-R - Midi-Pyrenées,None,,M. le chef de la Direction Transports,FRJ23,"1, rue de la cité administrative - Bât C - CS 80002",31074,TOULOUSE cedex 9,,,,,cpar.csm.dreal-midi-pyr@developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
17-158045,Région Guadeloupe,None,,direction des marchés publics,FRY,Avenue Paul Lacavé - Petit-Paris,97100,Basse-Terre,,(+33) 5-90-80-40-40,,(+33) 5-90-80-41-59,dmp@cr-guadeloupe.fr,http://www.cr-guadeloupe.fr,http://www.eguadeloupe.com,,,http://www.eguadeloupe.com,,False,True,,False,True
17-161240,Ville de Toulon,None,,Direction de la commande publique,FRL05,à l'attention du Maire de Toulon 8ème étage Avenue de la république,83056,Toulon cedex,,(+33) 4-94-36-81-44,,(+33) 4-94-36-31-22,marchespublics@mairie-toulon.fr,http://www.toulon.com/marchespublics,http://www.achatpublic.com,,,,,False,True,,False,True
17-161789,Département de Seine Maritime,None,Claire Condé,,,Direction des Ports Départementaux Bacs et Voies Vertes11 avenue du grand CoursBP 71107,76174,Rouen,,,,,,,http://www://mpe76.fr,,,,,False,False,,False,False
17-163843,Montpellier Méditerranée Métropole,24340001700022,,Direction Adjointe de la Commande Publique,FRJ13,50 Place Zeus,34961,MONTPELLIER Cedex,,(+33) 4-67-13-64-84,,(+33) 4-67-13-62-95,marches-publics@montpellier3m.fr,http://www.montpellier3m.fr,https://marches.montpellier3m.fr,,,https://marches.montpellier3m.fr,,False,True,,False,True
17-164113,Conseil Départemental de l AVEYRON,None,,,FRJ22,Direction des Systèmes d'Information50 Route de Moyrazès - B.P. 724,12007,Rodez Cedex,,(+33) 5-65-55-09-20,,(+33) 5-65-73-03-14,fabrice.merland@aveyron.fr,http://www.aveyron.fr,http://www.aveyron.fr,,,,,False,True,,False,True
17-166019,LILLE METROPOLE HABITAT,None,,,FRE11,425 Boulevard Gambetta,59200,Tourcoing,,(+33) 3-20-16-95-87,,(+33) 3-20-16-95-96,commande.publique@lmh.fr,http://www.lmh.fr,https://marchespublics-lmh.omnikles.com,,,,,False,True,,False,True
17-166149,Ville d'Arras,None,,,FRE12,"6, place Guy Mollet",62000,Arras,,(+33) 3-21-50-69-31,,(+33) 3-21-50-51-38,s-marches@ville-arras.fr,http://arras.fr,http://arras.fr,,,,,False,True,,False,True
17-166253,Cté de Cnes de l'Ile de Noirmoutier,None,"M. FAUCHER Noël, Président",,,Rue de la Prée au DucBP 714,85330,Noirmoutier,,(+33)2-51-35-89-89,,(+33)2-51-39-51-04,achats@iledenoirmoutier.org,http://www.cdc-iledenoirmoutier.com,http://www.marches-securises.fr,,,,,False,False,,False,False
17-166360,Ville de Montpellier,None,,,FRJ13,1 place Georges Frêche,34267,Montpellier cedex 2,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,https://marches.montpellier3m.fr,http://www.montpellier.fr,,,,,False,True,,False,True
17-167938,Maisons et Cités,None,,,FRE11,167 Rue des Foulons - CS,59501,Douai Cedex,,(+33) 3-27-95-48-16,,,jeremy.berger@maisonsetcites.fr,https://www.maisonsetcites.fr,http://www.marches-securises.fr/,,,https://www.maisonsetcites.fr/MarchesPublics/ListeConsultation,,False,True,,False,True
17-168000,Ville de Montpellier,None,,Service Commande publique,FRJ13,1 place Georges FRÊCHE,34267,Montpellier cedex 2,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,https://marches.montpellier3m.fr,,,,,False,True,,False,True
17-168007,DIR Centre-Est,None,,http://www.marches-publics.gouv.fr,FRK26,,None,Lyon,,,,,per.spe.dirce@developpement-durable.gouv.fr,http://www.enroute.centre-est.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-170367,Commune de Saint Leu,None,,"Service des marchés publics, à l'attention de Mr le Maire, Bruno DOMEN",FRY40,"58, rue du général Lambert",97436,Saint-Leu,RE,(+33) -02-62-34-80-03,,(+33) -02-62-49-87-24,commandepublique@mairie-saintleu.fr,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
17-171002,Cté de communes OSARTIS MARQUION,None,M. le Président de la communauté de Communes Osartis Marquion,,,za - rue Jean Monnet,62490,Vitry-en-Artois,,03-21-60-06-00,,,administration@cc-osartis.com,http://www.cc-osartis.com,http://www.cc-osartis.com/marches/index.aspx,,,,,False,False,,False,False
17-171689,Agglomération Région de Compiègne,None,Monsieur le Président,,,Place de l'Hôtel de VilleCS 10007,60321,Compiègne,,,,,,https://marches.agglo-compiegne.fr,https://marches.agglo-compiegne.fr,,,,,False,False,,False,False
17-172229,DSNA,None,,,FR,CS 535941 avenue du docteur Maurice Grynfogel,31035,Toulouse,,(+33) 5-62-14-52-00,,(+33) 5-62-14-52-94,sabine.rospide@aviation-civile.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-172547,METROPOLE NANTES METROPOLE,None,,,FRG01,2 Cours du Champ de Mars,44923,Nantes cedex 9,,,,,laure.talguen@nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,,,,,False,True,,False,True
17-172596,Ville de Montpellier,None,,Service Commande Publique,FRJ13,1 place Georges FRÊCHEMontpellier Cedex 2,34267,Montpellier,,(+33) 4-67-34-87-63,,(+33) 4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,http://marches.montpellier3m.fr,,,,,False,True,,False,True
17-173702,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources, moyens et la modernisation de l'administration - direction des finances, de l'achat et de la commande publique - service des marchés - cadam - 147 Bd du Mercantour - tour Jean Moulin - bureau 630, à l'attention de M. le président du Conseil départemental des Alpes-Maritimes,",06201,Nice,,(+33) 4-97-18-63-68,,(+33) 4-89-04-29-89,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
17-176287,METROPOLE D AIX MARSEILLE PROVENCE,None,,,FRL04,58 Bd Charles Livon,None,Marseille,,,,,commande-publique.istresouestprovence@ampmetropole.fr,http://marchespublics.ampmetropole.fr,,,https://marchespublics.ampmetropole.fr,https://marchespublics.ampmetropole.fr,,False,True,,False,True
17-176864,CA Centre Littoral,None,,Madame la Directrice de l'Aménagement et des Transports,FRY30,Siège social : Chemin de la chaumière - Quartier Balata - 97351 Matoury Adresse postale : BP 66029,97306,Cayenne,,(+33) 5-94-28-28-28,,(+33) 5-94-28-28-20,isabelle.patient@cacl-guyane.fr,http://www.cacl-guyane.fr,http://www.marches-securises.fr/perso/CACL-Matoury/,,http://www.marches-securises.fr/perso/CACL-Matoury/,http://www.marches-securises.fr/perso/CACL-Matoury/,,False,True,,False,True
17-178327,REGION BOURGOGNE FRANCHE COMTE,20005372600028,,"direction des achats, Noémie BERTRAND",FRC11,4 Square Castan - CS 51857,25031,Besançon,,(+33) 3-80-44-34-01,,(+33) 3-80-44-34-01,noemie.bertrand@bourgognefranchecomte.fr,http://www.bourgognefranchecomte.fr,http://marches.e-bourgogne.fr,,,,,False,True,,False,True
17-178371,Caisse d'Allocations Familiales,None,,marches-publics.caflimoges@caf.cnafmail.fr,FR,25 rue Firmin Delage,87046,Limoges,,(+33) 5-55-43-40-07,,(+33) 5-55-43-40-76,marches-publics.caflimoges@caf.cnafmail.fr,https://www.achatpublic.com/,,,https://www.achatpublic.com/,https://www.achatpublic.com/,,True,False,,False,True
17-179603,Métropole de Lyon,None,Direction Eau et Déchets - Direction adjointe de l'eau-Unité Marchés Publics,,,20 rue du Lac CS 33569,69505,Lyon cedex 03,,,,04-78-95-89-70,eau-marches@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,False,,False,False
17-179832,CHI Eure-Seine,None,,CELLULE DES MARCHES,FRD,RUE LEON SCHWARTZENBERG,27015,EVREUX CEDEX,,(+33) 2-32-33-80-37,,(+33) 2-32-33-81-79,cellule.marches@chi-eureseine.fr,http://www.e-marchespublics.com,http://www.e-marchespublics.com,,,,,True,False,,False,True
17-180792,Reseau des acheteurs hospitaliers IDF,None,,,FR,47 rue de Charonne,75011,PARIS,,(+33) 1-34-23-26-61,,(+33) 1-34-23-26-00,geraldine.collet@ch-argenteuil.fr,http://www.resah.fr,http://www.achat-hopital.com,,,,,False,True,,True,False
17-182219,Blangy Pont l'Evêque Intercom,24140087800070,,Coordonateur du groupement de commandes,FR,9 rue de l'hippodrome - CS 20070,14130,Pont l'Evêque,,(+33) 2-31-65-04-75,,(+33) 2-31-64-17-66,intercom@bpicom.fr,http://www.bpicom.fr,http://www.centraledesmarches.com/,,,,,False,True,,False,True
17-182538,Commune de Jonage,None,Lucien BARGE - Maire,,,place du général de gaulle,69330,jonage,,04-78-31-21-10,,04-72-02-20-62,mairie@jonage.fr,http://www.mairiedejonage.com,http://www.marches-securises.fr,,,,,False,False,,False,False
17-182722,Commune de Saint-Louis,None,M. le maire,,,125 avenue du Dr Raymond VERGES,97450,Saint-Louis,,02-62-91-39-50,,02-62-57-64-49,commandepublique@mairie-saint-louis.re,http://saintlouis.re/,http://marchespublics-saintlouis.omnikles.com,,,,,False,False,,False,False
17-51793,Ville de Joué Les Tours,None,,"CCAS de joue-les-tours, à l'attention de M le Président, Parvis Raymond Lory-CS50108, 37301 Joue-les-tours cedex",FRB04,Hôtel de Ville Parvis Raymond Lory C.S. 50108,37301,Joué-lès-tours cédex,,(+33) -02-47-39-70-44,,,c.martin@jouelestours.fr,https://www.achatpublic.com/sdm/ach/pub/affichePub.do?selectedMenu=a-pub,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
17-62158,CCAS du Havre,None,Secteur Finances et Ressources Humaines,,,3 place Albert RenéCS 60863,76086,Le havre cedex,,02-35-19-45-61,4561,,ccas-marchespublics@lehavre.fr,http://www.lehavre.fr,http://www.mpe76.fr,,,,,False,False,,False,False
17-6312,Mairie de MATOURY,None,"M. SIGUIER Richard, DST",,,"1, rue Victor Céïde BP 59",97351,matoury,,05-94-39-18-44,,05-94-35-64-11,marches@mairie-matoury.fr,http://klekoon.com,http://klekoon.com,,,,,False,False,,False,False
17-67381,Communauté de communes Nièvre et Somme,None,,,FR,1 Allée des quarante,80420,FLIXECOURT,,(+33) 2-51-23-59,,(+33) 2-51-48-66,d.clabault@nievresomme.fr,https://nievresomme.fr,https://marchespublics596280.fr,,,https://marchespublics596280.fr,,False,True,,False,True
17-74776,SEMSAMAR - Agence de Guyane,None,,pweirback@semsamar.fr,FRY30,Centre commercial Family PLAZARN1 ZI TERCA,97351,MATOURY,,(+33) 5-94-35-35-61,,(+33) 5-94-29-26-59,pweirback@semsamar.fr,http://www.semsamar.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
17-94185,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil Départemental des Alpes-Maritimes,,,"en sa qualité de coordonnateur Direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - Direction des finances, de l'achat et de la commande publique - service des marchés - cadam - 147 boulevard du Mercantour - Bureau 630 - tour Jean Moulin - B.P. 3007",06201,Nice Cedex 3,,04-97-18-63-68,,04-97-18-76-62,marches@departement06.fr,http://www.e-marches06.fr,,,,,,False,False,,False,False
17-95354,MINDEF/Armée de l'Air/SIMMAD/SSAM33503,None,,bureau marchés,FRI1,rue de Bègles CS 21152,33068,bordeaux,,(+33) 5-33-05-32-28,,(+33) 5-33-05-32-18,gaia-ssam33053.resp-plan.achat.fct@intradef.gouv.fr,http://marches-publics.gouv.fr,http://marches-publics.gouv.fr,,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,False,True,,False,True
18-10100,Aéroport de Bâle-Mulhouse,None,,,FRF12,Établissement public franco-suisse BP 60120,68304,SAINT-LOUIS Cedex,,(+33) 3-89-90-31-11,,(+33) 3-89-90-25-77,sma@euroairport.com,http://www.euroairport.com,https://www.marches-securises.fr/,,,http://fbranswyck@euroairport.com,,False,True,,False,True
18-10292,Région Guadeloupe,None,,direction de la commande publique,FRY10,"Région Guadeloupe,Avenue Paul Lacavé - Petit-Paris",97100,BASSE-TERRE,,(+33) 5-90-80-40-40,,(+33) 5-90-80-41-59,dmp@cr-guadeloupe.fr,http://www.cr-guadeloupe.fr,http://www.eguadeloupe.com,,http://www.eguadeloupe.com,http://www.eguadeloupe.com,,False,True,,False,True
18-10374,METROPOLE D AIX MARSEILLE PROVENCE,None,,,FRL04,58 boulevard Charles Livon,13007,Marseille,,,,,commande-publique.istresouestprovence@ampmetropole.fr,http://marchespublics.ampmetropole.fr,http://marchespublics.ampmetropole.fr,,,,,False,True,,False,True
18-10635,METROPOLE D AIX MARSEILLE PROVENCE,None,,,FRL04,58 boulevard Charles Livon,13007,Marseille,,,,,commande-publique.istresouestprovence@ampmetropole.fr,http://marchespublics.ampmetropole.fr,http://marchespublics.ampmetropole.fr,,,,,False,True,,False,True
18-10825,Grenoble Alpes Métropole,20004071500019,,M. Le Président,FRK24,Le Forum3 rue Malakoff CS 50053,38031,Grenoble,,,,,commandepubliquemetro@lametro.fr,http://www.lametro.fr,,,,,,False,True,,False,True
18-10853,Grenoble Alpes Métropole,20004071500019,,,FRK24,Le Forum3 rue Malakoff CS 50053,38031,Grenoble,,,,,commandepubliquemetro@lametro.fr,http://www.lametro.fr,,,,,,False,True,,False,True
18-10863,Grenoble Alpes Métropole,20004071500019,,,FRK24,"Le Forum, 3 rue Malakoff, CS 50053",38031,Grenoble,,,,,commandepubliquemetro@lametro.fr,http://www.lametro.fr,,,,,,False,True,,False,True
18-11074,Cté d'Agglomération de Vesoul,None,,Service affaires juridiques/commande publique,FRC23,6 rue de la mutualité,70000,Vesoul,,(+33) 3-84-97-12-97,,,carolechappuis@vesoul.fr,http://www.vesoul.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
